station_origin,station_destination,flows,population,jobs,distance
Clapton,Willesden Junction,0,1500,4165,19570.202000310463
Clapton,Wood Street,41,1500,404,5111.076299810259
Clapton,Woodgrange Park,0,1500,242,12961.16403253901
Cockfosters,Acton Town,3,1000,2202,31177.39686819188
Cockfosters,Aldgate,10,1000,7782,20688.685928732615
Cockfosters,Aldgate East,3,1000,7932,20932.463465481378
Cockfosters,Angel,5,1000,8103,17686.68282149627
Cockfosters,Archway,0,1000,2193,21779.35303164998
Cockfosters,Arnos Grove,13,1000,748,5188.732681548416
Cockfosters,Arsenal,3,1000,315,13189.731299870347
Cockfosters,Baker Street,12,1000,14973,18995.31260522997
Cockfosters,Balham,0,1000,3814,28632.842864812985
Cockfosters,Bank and Monument,25,1000,78549,20309.353917280532
Cockfosters,Barbican,7,1000,9134,18825.261006492656
Cockfosters,Barking,0,1000,7004,28858.10081420231
Cockfosters,Barons Court,4,1000,2956,25906.943588116937
Cockfosters,Belsize Park,3,1000,2255,20775.16949320289
Cockfosters,Bethnal Green,2,1000,4660,22373.809702111816
Cockfosters,Blackhorse Road,2,1000,2955,18390.643784490334
Cockfosters,Bond Street,9,1000,20967,19619.939782645306
Cockfosters,Borough,1,1000,3254,21710.646203142962
Cockfosters,Bounds Green,9,1000,778,6542.980108310459
Cockfosters,Bow Road,1,1000,1193,23467.198951935854
Cockfosters,Brixton,2,1000,5084,26199.591356381115
Cockfosters,Caledonian Road,9,1000,1803,14471.736036995946
Cockfosters,Camden Town,3,1000,6348,18743.31321799739
Cockfosters,Canada Water,0,1000,20443,23571.79618370217
Cockfosters,Canary Wharf,13,1000,58772,24897.49500216559
Cockfosters,Canning Town,0,1000,15428,25246.68597322355
Cockfosters,Chalk Farm,0,1000,1329,19737.079094871
Cockfosters,Chancery Lane,6,1000,15391,18648.757618260974
Cockfosters,Charing Cross,1,1000,7016,19543.79499313024
Cockfosters,Clapham North,1,1000,1238,25565.16966052436
Cockfosters,Colindale,0,1000,2081,29140.04594070855
Cockfosters,Covent Garden,17,1000,4355,18716.207039495228
Cockfosters,Ealing Broadway,0,1000,4846,32496.226228343552
Cockfosters,Earl's Court,8,1000,6613,24402.17096907777
Cockfosters,East Putney,1,1000,1877,28667.606119594162
Cockfosters,Edgware Road,9,1000,6868,20030.131462619844
Cockfosters,Elephant & Castle,3,1000,6427,22222.924314997104
Cockfosters,Embankment,2,1000,10220,19884.120823953366
Cockfosters,Euston,10,1000,16800,17369.737117014964
Cockfosters,Euston Square,1,1000,8093,17545.83756200284
Cockfosters,Farringdon,23,1000,25592,18364.35853690388
Cockfosters,Finchley Road,2,1000,3417,22529.89768637387
Cockfosters,Finsbury Park,30,1000,6769,12416.980782137758
Cockfosters,Fulham Broadway,4,1000,4200,25912.30107440538
Cockfosters,Gloucester Road,5,1000,5194,23492.068938645993
Cockfosters,Goodge Street,1,1000,6457,18448.48865850195
Cockfosters,Great Portland Street,5,1000,6936,18165.784431166478
Cockfosters,Green Park,24,1000,26754,20076.15289803792
Cockfosters,Gunnersbury,2,1000,4775,30502.170744246072
Cockfosters,Hammersmith,18,1000,18250,26800.761487203472
Cockfosters,Hampstead,1,1000,2010,21953.15644401736
Cockfosters,Hanger Lane,0,1000,1493,31522.17012017959
Cockfosters,Harrow & Wealdstone,1,1000,1335,35787.49576680403
Cockfosters,Harrow-on-the-Hill,0,1000,3019,33072.892615144025
Cockfosters,Heathrow Terminal 4,0,1000,693,45121.80778113438
Cockfosters,Heathrow Terminal 5,1,1000,975,48113.38631622821
Cockfosters,Heathrow Terminals 2 & 3,3,1000,2406,45658.15426106341
Cockfosters,Hendon Central,1,1000,1878,26987.550651166872
Cockfosters,High Street Kensington,4,1000,5427,23979.01444429108
Cockfosters,Highbury & Islington,50,1000,25385,14474.3008916397
Cockfosters,Holborn,55,1000,22346,18083.282691464847
Cockfosters,Holland Park,3,1000,2063,23718.105144816884
Cockfosters,Holloway Road,13,1000,1696,13856.442842928316
Cockfosters,Hounslow Central,0,1000,708,38962.975305446875
Cockfosters,Hounslow East,0,1000,843,38217.29878165838
Cockfosters,Hyde Park Corner,3,1000,2410,20856.02302539565
Cockfosters,Kennington,0,1000,1161,22413.710538387313
Cockfosters,Kentish Town,1,1000,3404,20021.244433638698
Cockfosters,Kew Gardens,1,1000,792,32282.39322259776
Cockfosters,King's Cross St. Pancras,49,1000,33330,16506.383559972553
Cockfosters,Knightsbridge,14,1000,6821,21439.964358298217
Cockfosters,Ladbroke Grove,1,1000,2131,23652.23978786927
Cockfosters,Lambeth North,1,1000,1319,21227.21819603067
Cockfosters,Lancaster Gate,0,1000,1820,21521.94256307697
Cockfosters,Leicester Square,17,1000,8847,19081.729231372454
Cockfosters,Liverpool Street,18,1000,61122,19966.617174579806
Cockfosters,London Bridge,11,1000,29930,21196.065351496592
Cockfosters,Manor House,15,1000,1311,11300.855306491088
Cockfosters,Marble Arch,6,1000,6145,20303.36366538642
Cockfosters,Marylebone,4,1000,4250,19533.601936561652
Cockfosters,Mile End,4,1000,3759,22842.280563150598
Cockfosters,Moorgate,7,1000,24574,19532.53715560593
Cockfosters,Morden,0,1000,1447,34574.945242718975
Cockfosters,North Greenwich,1,1000,6276,26727.27035204531
Cockfosters,Northfields,0,1000,864,33758.23439390766
Cockfosters,Notting Hill Gate,2,1000,5490,23018.386008077694
Cockfosters,Oakwood,10,1000,423,1343.9539848731008
Cockfosters,Old Street,4,1000,15897,19207.309645728765
Cockfosters,Osterley,1,1000,521,37249.8224997366
Cockfosters,Oval,1,1000,2544,23328.855858789186
Cockfosters,Oxford Circus,46,1000,44368,19065.609498489663
Cockfosters,Paddington,9,1000,20198,20939.643467583468
Cockfosters,Parsons Green,3,1000,2711,26614.63207173381
Cockfosters,Piccadilly Circus,23,1000,13641,19456.41234835732
Cockfosters,Pimlico,7,1000,5585,22685.58001226687
Cockfosters,Putney Bridge,2,1000,2494,27609.070908379286
Cockfosters,Queensway,2,1000,1882,22380.075430363813
Cockfosters,Ravenscourt Park,1,1000,1895,27640.85182449014
Cockfosters,Regent's Park,2,1000,3364,19790.83668120856
Cockfosters,Richmond,1,1000,5397,34450.51345833581
Cockfosters,Royal Oak,0,1000,856,21876.925928091092
Cockfosters,Russell Square,24,1000,5172,17376.8612657083
Cockfosters,Seven Sisters,3,1000,10191,15822.933057166658
Cockfosters,Shepherd's Bush,1,1000,9890,24629.765805489606
Cockfosters,Sloane Square,3,1000,8229,22451.462769198482
Cockfosters,South Ealing,1,1000,670,33305.29802853321
Cockfosters,South Kensington,14,1000,15325,22740.747305588753
Cockfosters,Southfields,0,1000,1351,30298.453498232266
Cockfosters,Southgate,34,1000,874,3209.5837726901245
Cockfosters,Southwark,2,1000,10326,21309.955006851815
Cockfosters,St. James's Park,3,1000,13339,21198.605199188754
Cockfosters,St. John's Wood,1,1000,3982,21134.210418001916
Cockfosters,St. Paul's,14,1000,13446,19743.895190004216
Cockfosters,Stepney Green,1,1000,1879,21813.03358914272
Cockfosters,Stockwell,0,1000,1623,24612.873879302337
Cockfosters,Stratford,7,1000,55954,21878.151323043418
Cockfosters,Swiss Cottage,1,1000,2598,22104.1296642214
Cockfosters,Tooting Bec,0,1000,1239,29607.975491301484
Cockfosters,Tooting Broadway,0,1000,4506,30682.898818123937
Cockfosters,Tottenham Court Road,6,1000,19126,18880.329208486077
Cockfosters,Tottenham Hale,4,1000,3239,16976.489786916212
Cockfosters,Tower Hill,3,1000,8286,21149.068611522496
Cockfosters,Turnham Green,0,1000,1515,28954.88437169521
Cockfosters,Turnpike Lane,13,1000,992,8979.218572688593
Cockfosters,Upton Park,1,1000,1642,25802.61070700725
Cockfosters,Uxbridge,1,1000,4316,44357.72616389609
Cockfosters,Vauxhall,12,1000,16242,23510.894302030836
Cockfosters,Victoria,50,1000,33251,21285.728045235293
Cockfosters,Walthamstow Central,4,1000,5271,19949.632294391435
Cockfosters,Warren Street,21,1000,17309,17915.923535791266
Cockfosters,Warwick Avenue,1,1000,1174,21872.257475675142
Cockfosters,Waterloo,7,1000,23466,20653.539839415494
Cockfosters,Wembley Park,2,1000,5759,28616.94853512339
Cockfosters,West Brompton,4,1000,5859,24969.550192550134
Cockfosters,West Ham,0,1000,5487,23551.647039397874
Cockfosters,West Hampstead,2,1000,5856,22031.516093191152
Cockfosters,West Kensington,1,1000,1345,25346.220178285483
Cockfosters,Westminster,9,1000,15466,20637.8668928302
Cockfosters,White City,2,1000,5966,25930.2421522046
Cockfosters,Whitechapel,2,1000,17633,20732.89054137161
Cockfosters,Willesden Green,0,1000,830,24232.170741934817
Cockfosters,Willesden Junction,0,1000,4165,25978.7648144283
Cockfosters,Wimbledon,2,1000,6295,33313.942442145555
Cockfosters,Wood Green,33,1000,2146,8048.405418564683
Cockfosters,Wood Lane,0,1000,1578,24865.648756119463
Colindale,Acton Town,2,5389,2202,25577.968574870498
Colindale,Aldgate,33,5389,7782,16815.96474949606
Colindale,Aldgate East,18,5389,7932,17059.74228624482
Colindale,Angel,106,5389,8103,13813.96164225971
Colindale,Archway,26,5389,2193,13432.772536363747
Colindale,Arnos Grove,0,5389,748,23951.313259160128
Colindale,Arsenal,0,5389,315,15950.314640838202
Colindale,Baker Street,28,5389,14973,15122.591425993412
Colindale,Balham,11,5389,3814,23438.2729135084
Colindale,Bank and Monument,383,5389,78549,16436.632738043976
Colindale,Barbican,16,5389,9134,14952.539827256098
Colindale,Barking,6,5389,7004,28951.893986991046
Colindale,Barkingside,0,5389,262,34208.46712165065
Colindale,Barons Court,10,5389,2956,20307.515294795554
Colindale,Becontree,0,5389,456,32246.329827857073
Colindale,Belsize Park,133,5389,2255,8364.87644750566
Colindale,Bermondsey,4,5389,3172,19411.13277336714
Colindale,Bethnal Green,3,5389,4660,18501.088522875256
Colindale,Blackfriars,22,5389,10849,16428.44816798516
Colindale,Blackhorse Road,5,5389,2955,22696.728160923365
Colindale,Bond Street,41,5389,20967,14020.511489323926
Colindale,Borough,19,5389,3254,17837.925023906406
Colindale,Boston Manor,2,5389,892,29089.636503141504
Colindale,Bounds Green,3,5389,778,22597.065832398086
Colindale,Bow Road,2,5389,1193,20757.37076128385
Colindale,Brent Cross,51,5389,450,3286.115573514462
Colindale,Brixton,19,5389,5084,21005.02140507653
Colindale,Bromley-by-Bow,3,5389,1613,21766.135769440993
Colindale,Buckhurst Hill,0,5389,228,33434.10209607766
Colindale,Burnt Oak,64,5389,649,1306.399756033095
Colindale,Caledonian Road,9,5389,1803,14668.309903712603
Colindale,Camden Town,166,5389,6348,10396.732722711158
Colindale,Canada Water,7,5389,20443,20400.634410736235
Colindale,Canary Wharf,64,5389,58772,21823.962361483773
Colindale,Canning Town,4,5389,15428,23871.7233877436
Colindale,Cannon Street,2,5389,4698,16765.940421052495
Colindale,Chalk Farm,60,5389,1329,9402.96684583755
Colindale,Chancery Lane,73,5389,15391,14776.036439024416
Colindale,Charing Cross,75,5389,7016,14541.518269171509
Colindale,Chiswick Park,1,5389,1517,24305.812776863586
Colindale,Clapham Common,6,5389,2020,21013.353776829168
Colindale,Clapham North,8,5389,1238,20370.599709219776
Colindale,Clapham South,2,5389,1513,22265.660740671658
Colindale,Cockfosters,0,5389,262,29140.04594070854
Colindale,Colliers Wood,1,5389,865,26768.706601500744
Colindale,Covent Garden,3,5389,4355,14444.974699290948
Colindale,Dagenham East,0,5389,649,34953.71182501521
Colindale,Dagenham Heathway,1,5389,1108,33674.50643903055
Colindale,Debden,0,5389,865,37321.654481537174
Colindale,Ealing Broadway,5,5389,4846,26896.797935022172
Colindale,Earl's Court,11,5389,6613,18802.742675756388
Colindale,East Acton,6,5389,1505,22287.960335007072
Colindale,East Finchley,10,5389,1253,16771.972310786914
Colindale,East Ham,3,5389,2062,26529.610334244124
Colindale,East Putney,3,5389,1877,23068.17782627278
Colindale,Edgware,127,5389,772,2824.514235286797
Colindale,Edgware Road,13,5389,6868,16157.410283383288
Colindale,Elephant & Castle,33,5389,6427,17220.647591038374
Colindale,Elm Park,0,5389,269,37249.50197354415
Colindale,Embankment,36,5389,10220,14881.844099994636
Colindale,Epping,0,5389,498,43269.04177371948
Colindale,Euston,136,5389,16800,11770.308823693586
Colindale,Fairlop,0,5389,182,35377.17317780918
Colindale,Farringdon,104,5389,25592,14491.637357667323
Colindale,Finchley Central,1,5389,1921,19142.5112733236
Colindale,Finsbury Park,15,5389,6769,16723.06515857079
Colindale,Fulham Broadway,8,5389,4200,20312.872781083996
Colindale,Gants Hill,1,5389,601,30720.178531649606
Colindale,Gloucester Road,17,5389,5194,17892.64064532461
Colindale,Golders Green,213,5389,1871,4801.204028513509
Colindale,Goldhawk Road,0,5389,370,21958.455906110838
Colindale,Goodge Street,122,5389,6457,12849.06036518057
Colindale,Great Portland Street,1,5389,6936,14293.06325192992
Colindale,Green Park,75,5389,26754,14476.72460471654
Colindale,Greenford,2,5389,1157,29749.03747464601
Colindale,Gunnersbury,1,5389,4775,24902.74245092469
Colindale,Hainault,0,5389,356,36255.83759833803
Colindale,Hammersmith,47,5389,18250,21201.33319388209
Colindale,Hampstead,139,5389,2010,7186.88949669119
Colindale,Hanger Lane,1,5389,1493,25922.74182685821
Colindale,Hatton Cross,1,5389,1219,37646.04682174276
Colindale,Heathrow Terminal 4,0,5389,693,39522.379487813
Colindale,Heathrow Terminal 5,0,5389,975,42513.95802290682
Colindale,Heathrow Terminals 2 & 3,2,5389,2406,40058.72596774203
Colindale,Hendon Central,115,5389,1878,2152.495289541679
Colindale,High Barnet,8,5389,953,25395.51436476227
Colindale,High Street Kensington,11,5389,5427,18379.5861509697
Colindale,Highbury & Islington,38,5389,25385,15215.470394972052
Colindale,Highgate,7,5389,856,15022.970242226149
Colindale,Holborn,56,5389,22346,14210.561512228287
Colindale,Holland Park,5,5389,2063,18118.676851495504
Colindale,Holloway Road,10,5389,1696,15283.603097780233
Colindale,Hornchurch,0,5389,451,38793.86912038709
Colindale,Hounslow Central,2,5389,708,33363.54701212549
Colindale,Hounslow East,0,5389,843,32617.87048833699
Colindale,Hounslow West,2,5389,401,34842.61451155981
Colindale,Hyde Park Corner,10,5389,2410,15256.59473207427
Colindale,Kennington,5,5389,1161,17411.433814428583
Colindale,Kensal Green,0,5389,472,19027.11271551688
Colindale,Kentish Town,42,5389,3404,11674.663938352465
Colindale,Kew Gardens,1,5389,792,26682.964929276375
Colindale,King's Cross St. Pancras,149,5389,33330,12633.662380735996
Colindale,Knightsbridge,38,5389,6821,15840.536064976835
Colindale,Ladbroke Grove,5,5389,2131,19779.518608632712
Colindale,Lambeth North,5,5389,1319,16224.94147207194
Colindale,Lancaster Gate,6,5389,1820,15922.51426975559
Colindale,Latimer Road,2,5389,1109,20439.08265585156
Colindale,Leicester Square,108,5389,8847,14079.452507413724
Colindale,Leyton,2,5389,1447,24750.66022424329
Colindale,Leytonstone,0,5389,1844,26414.526245677243
Colindale,Liverpool Street,51,5389,61122,16093.895995343248
Colindale,London Bridge,164,5389,29930,17323.344172260036
Colindale,Loughton,0,5389,655,35269.557683662926
Colindale,Maida Vale,2,5389,949,18787.1336171821
Colindale,Manor House,3,5389,1311,17839.19063421746
Colindale,Mansion House,13,5389,7815,17014.115608529857
Colindale,Marble Arch,29,5389,6145,14703.93537206504
Colindale,Marylebone,9,5389,4250,15660.880757325094
Colindale,Mile End,15,5389,3759,20132.452372498596
Colindale,Mill Hill East,0,5389,681,20664.691768095265
Colindale,Moorgate,246,5389,24574,15659.815976369373
Colindale,Morden,1,5389,1447,29380.37529141439
Colindale,Mornington Crescent,92,5389,2927,10990.535488238753
Colindale,Newbury Park,0,5389,559,33077.93193594729
Colindale,North Acton,5,5389,3168,23468.46634492225
Colindale,North Greenwich,10,5389,6276,23653.737711363494
Colindale,Northfields,0,5389,864,28158.80610058628
Colindale,Northolt,0,5389,663,31567.441218201908
Colindale,Notting Hill Gate,12,5389,5490,17418.957714756314
Colindale,Oakwood,0,5389,423,27796.09195583544
Colindale,Old Street,162,5389,15897,15334.588466492205
Colindale,Osterley,1,5389,521,31650.394206415214
Colindale,Oval,10,5389,2544,18326.579134830456
Colindale,Oxford Circus,103,5389,44368,13466.181205168283
Colindale,Paddington,37,5389,20198,17066.922288346912
Colindale,Park Royal,0,5389,1552,28628.606043344458
Colindale,Parsons Green,2,5389,2711,21015.203778412426
Colindale,Piccadilly Circus,13,5389,13641,14429.996364187158
Colindale,Pimlico,22,5389,5585,17086.151718945493
Colindale,Plaistow,1,5389,1049,23908.2336666722
Colindale,Putney Bridge,9,5389,2494,22009.642615057903
Colindale,Queen's Park,0,5389,2167,17642.513817787025
Colindale,Queensway,12,5389,1882,16780.647137042433
Colindale,Ravenscourt Park,3,5389,1895,22041.423531168755
Colindale,Redbridge,0,5389,198,29262.437135632663
Colindale,Regent's Park,2,5389,3364,14444.214953848308
Colindale,Richmond,1,5389,5397,28851.085165014425
Colindale,Royal Oak,1,5389,856,18004.204748854536
Colindale,Ruislip Gardens,0,5389,167,34777.25689797137
Colindale,Russell Square,21,5389,5172,13504.14008647174
Colindale,Seven Sisters,24,5389,10191,20129.01743359969
Colindale,Shepherd's Bush,21,5389,9890,19030.337512168226
Colindale,Shepherd's Bush Market,0,5389,416,21519.17608435393
Colindale,Sloane Square,15,5389,8229,16852.034475877103
Colindale,Snaresbrook,0,5389,512,28072.735309340325
Colindale,South Ealing,1,5389,670,27705.869735211825
Colindale,South Kensington,35,5389,15325,17141.31901226737
Colindale,South Wimbledon,4,5389,1361,27847.149732651076
Colindale,South Woodford,1,5389,766,29388.583672581095
Colindale,Southfields,1,5389,1351,24699.025204910882
Colindale,Southgate,2,5389,874,25930.462168018417
Colindale,Southwark,10,5389,10326,16307.678282893085
Colindale,St. James's Park,39,5389,13339,16196.328475230026
Colindale,St. Paul's,44,5389,13446,15871.174010767658
Colindale,Stamford Brook,1,5389,784,22750.70197110882
Colindale,Stepney Green,3,5389,1879,19103.205398490718
Colindale,Stockwell,5,5389,1623,19418.303927997753
Colindale,Stratford,37,5389,55954,22619.32082637577
Colindale,Temple,14,5389,6780,15676.419246899197
Colindale,Tooting Bec,4,5389,1239,24413.4055399969
Colindale,Tooting Broadway,17,5389,4506,25488.328866819353
Colindale,Tottenham Court Road,173,5389,19126,13493.52296702922
Colindale,Tottenham Hale,18,5389,3239,21282.574163349243
Colindale,Totteridge & Whetstone,0,5389,287,22802.902457965665
Colindale,Tower Hill,24,5389,8286,17276.34743228594
Colindale,Tufnell Park,7,5389,557,12439.247715728432
Colindale,Turnham Green,3,5389,1515,23355.456078373827
Colindale,Turnpike Lane,3,5389,992,20160.827368019953
Colindale,Upminster,0,5389,1132,41331.54692882661
Colindale,Upney,1,5389,485,30319.185777912786
Colindale,Upton Park,0,5389,1642,25229.34404807533
Colindale,Vauxhall,42,5389,16242,17911.46600870946
Colindale,Victoria,157,5389,33251,15686.299751913915
Colindale,Walthamstow Central,9,5389,5271,24255.716670824466
Colindale,Wanstead,0,5389,419,28082.03208209557
Colindale,Warren Street,131,5389,17309,12316.495242469886
Colindale,Warwick Avenue,0,5389,1174,17999.536296438586
Colindale,Waterloo,157,5389,23466,15651.263115456764
Colindale,West Brompton,5,5389,5859,19370.12189922875
Colindale,West Ham,0,5389,5487,22978.380380465955
Colindale,West Kensington,2,5389,1345,19746.7918849641
Colindale,Westbourne Park,2,5389,1347,18973.59676105666
Colindale,Westminster,25,5389,15466,15635.59016887147
Colindale,White City,19,5389,5966,20330.81385888322
Colindale,Whitechapel,16,5389,17633,18023.062350719607
Colindale,Wimbledon,0,5389,6295,27714.514148824168
Colindale,Wood Green,9,5389,2146,21091.64052214386
Colindale,Wood Lane,1,5389,1578,20992.927576882907
Colindale,Woodford,0,5389,706,31100.52748430001
Colindale,Woodside Park,3,5389,745,21325.794125377168
Colliers Wood,Acton Town,2,5553,2202,21857.99676169602
Colliers Wood,Aldgate,16,5553,7782,14048.423248566316
Colliers Wood,Aldgate East,33,5553,7932,14290.467573998783
Colliers Wood,Angel,51,5553,8103,15762.480376066207
Colliers Wood,Archway,6,5553,2193,19408.01369244218
Colliers Wood,Arnos Grove,0,5553,748,26774.5438712569
Colliers Wood,Arsenal,0,5553,315,18773.545252934975
Colliers Wood,Baker Street,27,5553,14973,15076.083220991079
Colliers Wood,Balham,472,5553,3814,3330.433687992343
Colliers Wood,Bank and Monument,427,5553,78549,12611.53006676407
Colliers Wood,Barbican,16,5553,9134,14095.622977551948
Colliers Wood,Barking,2,5553,7004,26182.619274745008
Colliers Wood,Barkingside,0,5553,262,31740.511418409413
Colliers Wood,Barons Court,4,5553,2956,16587.543481621076
Colliers Wood,Becontree,0,5553,456,29477.055115611034
Colliers Wood,Belsize Park,9,5553,2255,18403.83015399509
Colliers Wood,Bermondsey,9,5553,3172,13812.607233655111
Colliers Wood,Bethnal Green,10,5553,4660,15860.213476196259
Colliers Wood,Blackfriars,42,5553,10849,13625.759796842485
Colliers Wood,Blackhorse Road,2,5553,2955,25392.95771937671
Colliers Wood,Bond Street,31,5553,20967,13440.873646673897
Colliers Wood,Borough,72,5553,3254,11210.23778090164
Colliers Wood,Bounds Green,1,5553,778,25420.29644449486
Colliers Wood,Bow Road,1,5553,1193,17988.096049037813
Colliers Wood,Brent Cross,1,5553,450,23482.59102798629
Colliers Wood,Brixton,27,5553,5084,8937.120150581772
Colliers Wood,Bromley-by-Bow,4,5553,1613,18996.861057194954
Colliers Wood,Burnt Oak,1,5553,649,28075.106357533845
Colliers Wood,Caledonian Road,4,5553,1803,17491.540515809378
Colliers Wood,Camden Town,26,5553,6348,16371.97387878959
Colliers Wood,Canada Water,9,5553,20443,14802.108871024207
Colliers Wood,Canary Wharf,121,5553,58772,17403.92932086047
Colliers Wood,Canning Town,14,5553,15428,20046.620716463694
Colliers Wood,Cannon Street,2,5553,4698,12940.837749772589
Colliers Wood,Canons Park,0,5553,526,31732.90041302669
Colliers Wood,Chalk Farm,3,5553,1329,17365.7397556632
Colliers Wood,Chancery Lane,56,5553,15391,14445.468788136608
Colliers Wood,Charing Cross,39,5553,7016,12419.481559675089
Colliers Wood,Chiswick Park,3,5553,1517,20585.84096368911
Colliers Wood,Clapham Common,96,5553,2020,5755.352824671577
Colliers Wood,Clapham North,61,5553,1238,6398.10689228097
Colliers Wood,Clapham South,59,5553,1513,4503.045860829087
Colliers Wood,Cockfosters,1,5553,262,31963.276552805313
Colliers Wood,Colindale,6,5553,2081,26768.70660150075
Colliers Wood,Covent Garden,2,5553,4355,13247.069513310098
Colliers Wood,Dagenham East,1,5553,649,32184.437112769174
Colliers Wood,Dagenham Heathway,1,5553,1108,30905.23172678451
Colliers Wood,Debden,0,5553,865,34853.69877829594
Colliers Wood,Dollis Hill,2,5553,847,22813.13789007099
Colliers Wood,Ealing Broadway,9,5553,4846,24449.883359732816
Colliers Wood,Ealing Common,0,5553,915,22884.609096262982
Colliers Wood,Earl's Court,3,5553,6613,15082.77086258191
Colliers Wood,East Acton,3,5553,1505,20885.779587926085
Colliers Wood,East Finchley,4,5553,1253,22747.21346686535
Colliers Wood,East Ham,1,5553,2062,23760.335621998085
Colliers Wood,Edgware,3,5553,772,29593.220836787546
Colliers Wood,Edgware Road,19,5553,6868,16110.902078380954
Colliers Wood,Elephant & Castle,118,5553,6427,10389.11828913259
Colliers Wood,Elm Park,0,5553,269,34480.22726129812
Colliers Wood,Embankment,85,5553,10220,12079.155728851962
Colliers Wood,Euston,64,5553,16800,14998.397777807162
Colliers Wood,Farringdon,61,5553,25592,14556.525447140722
Colliers Wood,Finchley Central,4,5553,1921,25117.752429402033
Colliers Wood,Finchley Road,2,5553,3417,18610.66830213498
Colliers Wood,Finsbury Park,12,5553,6769,19546.295770667562
Colliers Wood,Fulham Broadway,1,5553,4200,16592.900967909518
Colliers Wood,Gants Hill,2,5553,601,28252.222828408376
Colliers Wood,Gloucester Road,12,5553,5194,14172.668832150131
Colliers Wood,Golders Green,4,5553,1871,21967.502572987243
Colliers Wood,Goodge Street,62,5553,6457,14111.939463666029
Colliers Wood,Green Park,112,5553,26754,12291.981996784207
Colliers Wood,Greenford,0,5553,1157,28346.856727565024
Colliers Wood,Gunnersbury,10,5553,4775,21182.77063775021
Colliers Wood,Hainault,0,5553,356,33787.8818950968
Colliers Wood,Hammersmith,22,5553,18250,17481.36138070761
Colliers Wood,Hampstead,5,5553,2010,19581.81710480956
Colliers Wood,Hanger Lane,3,5553,1493,24520.561079777224
Colliers Wood,Harlesden,1,5553,1668,22678.643866707323
Colliers Wood,Harrow & Wealdstone,0,5553,1335,31343.160818913846
Colliers Wood,Harrow-on-the-Hill,3,5553,3019,30332.870641485006
Colliers Wood,Heathrow Terminal 4,0,5553,693,35802.407674638525
Colliers Wood,Heathrow Terminal 5,1,5553,975,38793.98620973235
Colliers Wood,Heathrow Terminals 2 & 3,2,5553,2406,36338.754154567556
Colliers Wood,Hendon Central,11,5553,1878,24616.211311959072
Colliers Wood,High Barnet,2,5553,953,31370.755520840707
Colliers Wood,High Street Kensington,11,5553,5427,15177.77458668143
Colliers Wood,Highbury & Islington,27,5553,25385,18038.701007068827
Colliers Wood,Highgate,1,5553,856,20998.211398304582
Colliers Wood,Holborn,36,5553,22346,13879.99386134048
Colliers Wood,Holland Park,4,5553,2063,16838.122159634
Colliers Wood,Holloway Road,6,5553,1696,18106.833709877006
Colliers Wood,Hornchurch,0,5553,451,36024.594408141056
Colliers Wood,Hounslow East,0,5553,843,28897.898675162516
Colliers Wood,Hounslow West,0,5553,401,31122.642698385338
Colliers Wood,Hyde Park Corner,3,5553,2410,13071.852124141937
Colliers Wood,Kennington,15,5553,1161,9549.566014418016
Colliers Wood,Kensal Green,1,5553,472,21786.813746899392
Colliers Wood,Kentish Town,8,5553,3404,17649.9050944309
Colliers Wood,Kilburn,6,5553,1953,20382.00004156413
Colliers Wood,Kilburn Park,3,5553,823,19592.3973899826
Colliers Wood,King's Cross St. Pancras,98,5553,33330,15456.89299283277
Colliers Wood,Kingsbury,0,5553,1018,28793.64271793237
Colliers Wood,Knightsbridge,23,5553,6821,13655.793457044501
Colliers Wood,Ladbroke Grove,4,5553,2131,19733.01040363038
Colliers Wood,Lambeth North,7,5553,1319,11384.824408099024
Colliers Wood,Lancaster Gate,4,5553,1820,15342.87642710556
Colliers Wood,Latimer Road,1,5553,1109,20006.30474995773
Colliers Wood,Leicester Square,97,5553,8847,12881.547321432874
Colliers Wood,Leyton,0,5553,1447,22282.70452100206
Colliers Wood,Leytonstone,3,5553,1844,23946.570542436013
Colliers Wood,Liverpool Street,46,5553,61122,13453.02094866425
Colliers Wood,London Bridge,203,5553,29930,11724.81863254801
Colliers Wood,Loughton,0,5553,655,32801.60198042169
Colliers Wood,Maida Vale,4,5553,949,18740.625412179765
Colliers Wood,Manor House,4,5553,1311,20662.421246314232
Colliers Wood,Mansion House,7,5553,7815,13189.01293724995
Colliers Wood,Marble Arch,21,5553,6145,14124.297529415011
Colliers Wood,Marylebone,18,5553,4250,15614.37255232276
Colliers Wood,Mile End,10,5553,3759,17363.177660252557
Colliers Wood,Mill Hill East,2,5553,681,26639.9329241737
Colliers Wood,Moorgate,236,5553,24574,13388.346828438673
Colliers Wood,Morden,111,5553,1447,2611.6686899136466
Colliers Wood,Mornington Crescent,13,5553,2927,15781.773631909236
Colliers Wood,Neasden,2,5553,732,23598.706076864873
Colliers Wood,Newbury Park,1,5553,559,30609.976232706056
Colliers Wood,North Acton,8,5553,3168,22066.285597841263
Colliers Wood,North Greenwich,14,5553,6276,19233.70467074019
Colliers Wood,Northfields,1,5553,864,24438.834287411803
Colliers Wood,Northolt,1,5553,663,30165.26047112092
Colliers Wood,Northwick Park,2,5553,1713,29029.754410935573
Colliers Wood,Notting Hill Gate,12,5553,5490,16138.403022894812
