station_origin,station_destination,flows,population,jobs,distance
Tooting Broadway,Finsbury Park,27,9546,6769,18265.91803598617
Tooting Broadway,Fulham Broadway,3,9546,4200,15312.523233228121
Tooting Broadway,Gants Hill,2,9546,601,26971.845093726984
Tooting Broadway,Gloucester Road,24,9546,5194,12892.291097468738
Tooting Broadway,Golders Green,7,9546,1871,20687.12483830585
Tooting Broadway,Goldhawk Road,1,9546,370,17206.553765017055
Tooting Broadway,Goodge Street,91,9546,6457,12831.561728984638
Tooting Broadway,Great Portland Street,1,9546,6936,14625.233660373178
Tooting Broadway,Green Park,205,9546,26754,11011.604262102814
Tooting Broadway,Greenford,3,9546,1157,27066.47899288363
Tooting Broadway,Gunnersbury,13,9546,4775,19902.392903068816
Tooting Broadway,Hainault,0,9546,356,32507.50416041541
Tooting Broadway,Hammersmith,61,9546,18250,16200.983646026216
Tooting Broadway,Hampstead,10,9546,2010,18301.439370128166
Tooting Broadway,Hanger Lane,4,9546,1493,23240.18334509583
Tooting Broadway,Harlesden,3,9546,1668,21398.26613202593
Tooting Broadway,Harrow & Wealdstone,0,9546,1335,30062.78308423245
Tooting Broadway,Harrow-on-the-Hill,6,9546,3019,29052.49290680361
Tooting Broadway,Hatton Cross,1,9546,1219,32645.697273886894
Tooting Broadway,Heathrow Terminal 4,0,9546,693,34522.02993995713
Tooting Broadway,Heathrow Terminal 5,2,9546,975,37513.608475050954
Tooting Broadway,Heathrow Terminals 2 & 3,3,9546,2406,35058.37641988616
Tooting Broadway,Hendon Central,11,9546,1878,23335.833577277677
Tooting Broadway,High Barnet,2,9546,953,30090.37778615931
Tooting Broadway,High Street Kensington,25,9546,5427,13897.396852000038
Tooting Broadway,Highbury & Islington,59,9546,25385,16758.323272387435
Tooting Broadway,Highgate,5,9546,856,19717.833663623187
Tooting Broadway,Hillingdon,1,9546,318,38192.923525137645
Tooting Broadway,Holborn,65,9546,22346,12599.616126659088
Tooting Broadway,Holland Park,14,9546,2063,15557.744424952609
Tooting Broadway,Holloway Road,12,9546,1696,16826.455975195615
Tooting Broadway,Hornchurch,0,9546,451,34744.21667345966
Tooting Broadway,Hounslow Central,0,9546,708,28363.19746426962
Tooting Broadway,Hounslow East,0,9546,843,27617.52094048112
Tooting Broadway,Hounslow West,0,9546,401,29842.264963703943
Tooting Broadway,Hyde Park Corner,5,9546,2410,11791.474389460544
Tooting Broadway,Kennington,29,9546,1161,8269.188279736623
Tooting Broadway,Kensal Green,1,9546,472,20506.436012217997
Tooting Broadway,Kentish Town,19,9546,3404,16369.527359749503
Tooting Broadway,Kenton,0,9546,768,28282.12891337481
Tooting Broadway,Kew Gardens,2,9546,792,21682.615381420503
Tooting Broadway,Kilburn,4,9546,1953,19101.622306882735
Tooting Broadway,Kilburn Park,4,9546,823,18312.019655301207
Tooting Broadway,King's Cross St. Pancras,197,9546,33330,14176.51525815138
Tooting Broadway,Kingsbury,2,9546,1018,27513.264983250974
Tooting Broadway,Knightsbridge,38,9546,6821,12375.415722363108
Tooting Broadway,Ladbroke Grove,5,9546,2131,18452.632668948983
Tooting Broadway,Lambeth North,10,9546,1319,10104.446673417631
Tooting Broadway,Lancaster Gate,5,9546,1820,14062.498692424168
Tooting Broadway,Latimer Road,0,9546,1109,18725.927015276335
Tooting Broadway,Leicester Square,150,9546,8847,11601.169586751483
Tooting Broadway,Leyton,2,9546,1447,21002.326786320667
Tooting Broadway,Leytonstone,2,9546,1844,22666.19280775462
Tooting Broadway,Liverpool Street,63,9546,61122,12172.643213982858
Tooting Broadway,London Bridge,399,9546,29930,10444.440897866616
Tooting Broadway,Loughton,1,9546,655,31521.224245740304
Tooting Broadway,Maida Vale,5,9546,949,17460.24767749837
Tooting Broadway,Manor House,4,9546,1311,19382.04351163284
Tooting Broadway,Mansion House,14,9546,7815,11908.635202568557
Tooting Broadway,Marble Arch,30,9546,6145,12843.919794733618
Tooting Broadway,Marylebone,35,9546,4250,14333.994817641367
Tooting Broadway,Mile End,17,9546,3759,16082.799925571166
Tooting Broadway,Mill Hill East,1,9546,681,25359.555189492305
Tooting Broadway,Moorgate,452,9546,24574,12107.96909375728
Tooting Broadway,Morden,185,9546,1447,3892.0464245950393
Tooting Broadway,Mornington Crescent,36,9546,2927,14501.395897227843
Tooting Broadway,Neasden,2,9546,732,22318.32834218348
Tooting Broadway,Newbury Park,1,9546,559,29329.598498024665
Tooting Broadway,North Acton,13,9546,3168,20785.907863159868
Tooting Broadway,North Greenwich,22,9546,6276,17953.326936058795
Tooting Broadway,North Harrow,0,9546,190,31032.081906216812
Tooting Broadway,North Wembley,1,9546,365,25959.401538038095
Tooting Broadway,Northfields,3,9546,864,23158.456552730408
Tooting Broadway,Northolt,1,9546,663,28884.882736439526
Tooting Broadway,Northwick Park,4,9546,1713,27749.376676254178
Tooting Broadway,Northwood,1,9546,1018,36295.041978782116
Tooting Broadway,Northwood Hills,0,9546,488,34708.401938187366
Tooting Broadway,Notting Hill Gate,25,9546,5490,14858.025288213421
Tooting Broadway,Oakwood,1,9546,423,29338.944833250822
Tooting Broadway,Old Street,333,9546,15897,12961.475817152319
Tooting Broadway,Osterley,0,9546,521,26650.044658559345
Tooting Broadway,Oval,132,9546,2544,7354.042959334752
Tooting Broadway,Oxford Circus,376,9546,44368,12022.147661651072
Tooting Broadway,Paddington,88,9546,20198,15740.036348663183
Tooting Broadway,Park Royal,3,9546,1552,23628.256495488586
Tooting Broadway,Parsons Green,1,9546,2711,16014.854230556552
Tooting Broadway,Perivale,0,9546,532,25470.070593512362
Tooting Broadway,Piccadilly Circus,29,9546,13641,11710.904476071111
Tooting Broadway,Pimlico,115,9546,5585,8402.177147873861
Tooting Broadway,Pinner,0,9546,292,32549.79622760863
Tooting Broadway,Plaistow,1,9546,1049,19858.58121974477
Tooting Broadway,Preston Road,0,9546,411,26016.260499903176
Tooting Broadway,Queen's Park,7,9546,2167,19121.837114488142
Tooting Broadway,Queensbury,1,9546,439,28759.250630645216
Tooting Broadway,Queensway,10,9546,1882,14920.631559711012
Tooting Broadway,Ravenscourt Park,3,9546,1895,17041.073983312883
Tooting Broadway,Rayners Lane,0,9546,426,31658.419034794937
Tooting Broadway,Redbridge,0,9546,198,25514.10369771004
Tooting Broadway,Regent's Park,25,9546,3364,13000.181410331097
Tooting Broadway,Richmond,0,9546,5397,23850.735617158552
Tooting Broadway,Rickmansworth,1,9546,937,41910.44941695093
Tooting Broadway,Royal Oak,1,9546,856,16677.318809170807
Tooting Broadway,Ruislip,0,9546,257,35282.83507333114
Tooting Broadway,Ruislip Gardens,1,9546,167,32094.698416208983
Tooting Broadway,Ruislip Manor,0,9546,408,34603.9537801799
Tooting Broadway,Russell Square,27,9546,5172,13306.037552415635
Tooting Broadway,Seven Sisters,36,9546,10191,21637.864366698315
Tooting Broadway,Shepherd's Bush,16,9546,9890,16347.779030405844
Tooting Broadway,Shepherd's Bush Market,0,9546,416,17645.833586773962
Tooting Broadway,Sloane Square,51,9546,8229,10967.763838868628
Tooting Broadway,Snaresbrook,1,9546,512,24324.401871417704
Tooting Broadway,South Ealing,1,9546,670,22705.520187355953
Tooting Broadway,South Harrow,0,9546,387,30313.44033565473
Tooting Broadway,South Kensington,73,9546,15325,12140.969464411497
Tooting Broadway,South Ruislip,0,9546,289,31208.818643445793
Tooting Broadway,South Wimbledon,160,9546,1361,2358.8208658317235
Tooting Broadway,South Woodford,2,9546,766,25640.250234658473
Tooting Broadway,Southgate,2,9546,874,27473.3150454338
Tooting Broadway,Southwark,10,9546,10326,10685.774146144762
Tooting Broadway,St. James's Park,43,9546,13339,10579.316489574567
Tooting Broadway,St. John's Wood,31,9546,3982,15934.603299081631
Tooting Broadway,St. Paul's,21,9546,13446,12180.66425805549
Tooting Broadway,Stamford Brook,4,9546,784,17750.35242325295
Tooting Broadway,Stanmore,2,9546,983,31872.146200207102
Tooting Broadway,Stepney Green,9,9546,1879,15053.55295156329
Tooting Broadway,Stockwell,57,9546,1623,6070.024938821602
Tooting Broadway,Stonebridge Park,0,9546,729,22893.2053472586
Tooting Broadway,Stratford,94,9546,55954,18870.987388453148
Tooting Broadway,Sudbury Hill,1,9546,277,28827.993107172162
Tooting Broadway,Swiss Cottage,8,9546,2598,16904.522545301115
Tooting Broadway,Temple,39,9546,6780,11593.353141075131
Tooting Broadway,Theydon Bois,0,9546,98,36895.32422378703
Tooting Broadway,Tooting Bec,54,9546,1239,1074.9233268224516
Tooting Broadway,Tottenham Court Road,203,9546,19126,12187.099127135989
Tooting Broadway,Tottenham Hale,12,9546,3239,22791.42109644787
Tooting Broadway,Totteridge & Whetstone,3,9546,287,27497.765879362705
Tooting Broadway,Tower Hill,64,9546,8286,12170.867026324642
Tooting Broadway,Tufnell Park,3,9546,557,17134.11113712547
Tooting Broadway,Turnham Green,3,9546,1515,18355.106530517955
Tooting Broadway,Turnpike Lane,5,9546,992,21703.680245435335
Tooting Broadway,Upminster,1,9546,1132,37281.89448189918
Tooting Broadway,Upney,0,9546,485,26269.533330985356
Tooting Broadway,Upton Park,3,9546,1642,21179.6916011479
Tooting Broadway,Uxbridge,8,9546,4316,40337.326455555674
Tooting Broadway,Vauxhall,219,9546,16242,7576.862858109894
Tooting Broadway,Victoria,411,9546,33251,9802.02911490544
Tooting Broadway,Walthamstow Central,14,9546,5271,22553.591474794215
Tooting Broadway,Wanstead,0,9546,419,24333.69864417295
Tooting Broadway,Warren Street,175,9546,17309,13171.833624349469
Tooting Broadway,Warwick Avenue,10,9546,1174,16672.650356754857
Tooting Broadway,Waterloo,238,9546,23466,10029.358978708442
Tooting Broadway,Wembley Central,1,9546,1327,24611.29656375685
Tooting Broadway,Wembley Park,6,9546,5759,24596.54882678298
Tooting Broadway,West Acton,1,9546,488,22597.36341483875
Tooting Broadway,West Brompton,4,9546,5859,14369.772351372876
Tooting Broadway,West Finchley,1,9546,91,25074.17099520759
Tooting Broadway,West Ham,6,9546,5487,18928.727933538525
Tooting Broadway,West Hampstead,11,9546,5856,18086.013748776688
Tooting Broadway,West Kensington,4,9546,1345,14746.442337108228
Tooting Broadway,West Ruislip,0,9546,194,34219.078168950604
Tooting Broadway,Westbourne Park,3,9546,1347,17646.71082137293
Tooting Broadway,Westminster,31,9546,15466,10879.701539212161
Tooting Broadway,White City,34,9546,5966,17648.255377120837
Tooting Broadway,Whitechapel,19,9546,17633,13973.40990379218
Tooting Broadway,Willesden Green,1,9546,830,20286.668397520356
Tooting Broadway,Willesden Junction,4,9546,4165,20254.052131856726
Tooting Broadway,Wood Green,8,9546,2146,22634.493399559244
Tooting Broadway,Woodford,2,9546,706,27352.19404637739
Tooting Broadway,Woodside Park,2,9546,745,26020.657546774208
Tottenham Court Road,Acton Town,0,1773,2202,12839.46396230458
Tottenham Court Road,Aldgate,9,1773,7782,4744.064123335659
Tottenham Court Road,Aldgate East,7,1773,7932,4986.108448768128
Tottenham Court Road,Alperton,0,1773,741,17812.501570148976
Tottenham Court Road,Amersham,0,1773,256,41212.47314402253
Tottenham Court Road,Angel,4,1773,8103,3554.244910037235
Tottenham Court Road,Archway,7,1773,2193,6132.83005797065
Tottenham Court Road,Arnos Grove,1,1773,748,13691.596526937657
Tottenham Court Road,Arsenal,0,1773,315,5690.597908615726
Tottenham Court Road,Baker Street,10,1773,14973,2647.8438559318347
Tottenham Court Road,Balham,8,1773,3814,10137.043173825035
Tottenham Court Road,Bank and Monument,190,1773,78549,3307.170941533414
Tottenham Court Road,Barbican,1,1773,9134,4692.823095033623
Tottenham Court Road,Barking,14,1773,7004,16878.260149514357
Tottenham Court Road,Barkingside,0,1773,262,22436.152293178755
Tottenham Court Road,Barons Court,1,1773,2956,7569.010682229637
Tottenham Court Road,Bayswater,0,1773,615,5577.094408857692
Tottenham Court Road,Becontree,1,1773,456,20172.695990380384
Tottenham Court Road,Belsize Park,5,1773,2255,5128.6465195235605
Tottenham Court Road,Bermondsey,5,1773,3172,6000.274780079205
Tottenham Court Road,Bethnal Green,21,1773,4660,6555.854350965603
Tottenham Court Road,Blackfriars,5,1773,10849,2934.9252009559395
Tottenham Court Road,Blackhorse Road,3,1773,2955,12437.011428700887
Tottenham Court Road,Bond Street,26,1773,20967,1428.6163154288643
Tottenham Court Road,Borough,3,1773,3254,4427.067030618473
Tottenham Court Road,Boston Manor,0,1773,892,16351.131890575585
Tottenham Court Road,Bounds Green,0,1773,778,12337.349100175614
Tottenham Court Road,Bow Road,1,1773,1193,8683.736923807157
Tottenham Court Road,Brent Cross,1,1773,450,10207.407393514757
Tottenham Court Road,Brixton,8,1773,5084,7703.7916653931625
Tottenham Court Road,Bromley-by-Bow,1,1773,1613,9692.5019319643
Tottenham Court Road,Buckhurst Hill,1,1773,228,21661.78726760577
Tottenham Court Road,Burnt Oak,1,1773,649,14799.922723062315
Tottenham Court Road,Caledonian Road,2,1773,1803,4408.593171490128
Tottenham Court Road,Camden Town,22,1773,6348,3096.790244318061
Tottenham Court Road,Canada Water,8,1773,20443,6989.776417448301
Tottenham Court Road,Canary Wharf,20,1773,58772,8694.500564973212
Tottenham Court Road,Canning Town,14,1773,15428,10742.261591233035
Tottenham Court Road,Cannon Street,2,1773,4698,3636.4786245419323
Tottenham Court Road,Canons Park,0,1773,526,19304.66104796745
Tottenham Court Road,Chalfont & Latimer,0,1773,554,37826.806846682324
Tottenham Court Road,Chalk Farm,3,1773,1329,4090.556121191669
Tottenham Court Road,Chancery Lane,46,1773,15391,1362.5214438173577
Tottenham Court Road,Charing Cross,32,1773,7016,1047.9953021422898
Tottenham Court Road,Chesham,0,1773,243,44142.69183519113
Tottenham Court Road,Chigwell,0,1773,148,22909.2619016097
Tottenham Court Road,Chiswick Park,1,1773,1517,11567.30816429767
Tottenham Court Road,Chorleywood,2,1773,702,34313.952561043174
Tottenham Court Road,Clapham Common,4,1773,2020,7712.1240371458025
Tottenham Court Road,Clapham North,3,1773,1238,7069.369969536409
Tottenham Court Road,Clapham South,2,1773,1513,8964.431000988292
Tottenham Court Road,Cockfosters,0,1773,262,18880.329208486073
Tottenham Court Road,Colindale,4,1773,2081,13493.52296702922
Tottenham Court Road,Colliers Wood,4,1773,865,13467.476861817378
Tottenham Court Road,Covent Garden,1,1773,4355,951.4517322617295
Tottenham Court Road,Croxley,0,1773,340,30275.4871166352
Tottenham Court Road,Dagenham East,1,1773,649,22880.077987538523
Tottenham Court Road,Dagenham Heathway,2,1773,1108,21600.87260155386
Tottenham Court Road,Debden,5,1773,865,25549.339653065294
Tottenham Court Road,Dollis Hill,2,1773,847,10384.898525011744
Tottenham Court Road,Ealing Broadway,14,1773,4846,14304.90276112711
Tottenham Court Road,Ealing Common,0,1773,915,13866.076296871543
Tottenham Court Road,Earl's Court,4,1773,6613,6064.23806319047
Tottenham Court Road,East Acton,1,1773,1505,9696.065161112008
Tottenham Court Road,East Finchley,6,1773,1253,9472.029832393819
Tottenham Court Road,East Ham,15,1773,2062,14455.976496767435
Tottenham Court Road,East Putney,0,1773,1877,10329.673213706857
Tottenham Court Road,Eastcote,0,1773,364,22329.874427921906
Tottenham Court Road,Edgware,1,1773,772,16318.037202316016
Tottenham Court Road,Edgware Road,2,1773,6868,3682.6627133217094
Tottenham Court Road,Elephant & Castle,8,1773,6427,3727.124624009156
Tottenham Court Road,Elm Park,1,1773,269,25175.868136067467
Tottenham Court Road,Embankment,9,1773,10220,1388.3211329654164
Tottenham Court Road,Epping,0,1773,498,31496.726945247603
Tottenham Court Road,Euston,22,1773,16800,1723.2141433356337
Tottenham Court Road,Fairlop,0,1773,182,23604.85834933729
Tottenham Court Road,Farringdon,1,1773,25592,4231.920625444849
Tottenham Court Road,Finchley Central,8,1773,1921,11842.568794930503
Tottenham Court Road,Finchley Road,1,1773,3417,6182.428937075737
Tottenham Court Road,Finsbury Park,2,1773,6769,6463.348426348314
Tottenham Court Road,Fulham Broadway,1,1773,4200,7574.368168518076
Tottenham Court Road,Gants Hill,2,1773,601,18947.863703177718
Tottenham Court Road,Gloucester Road,2,1773,5194,5154.136032758692
Tottenham Court Road,Golders Green,7,1773,1871,8692.318938515711
Tottenham Court Road,Goldhawk Road,0,1773,370,9468.39870030701
Tottenham Court Road,Goodge Street,1,1773,6457,644.4626018486487
Tottenham Court Road,Grange Hill,0,1773,76,24256.165154649716
Tottenham Court Road,Great Portland Street,0,1773,6936,3477.3720299953284
Tottenham Court Road,Green Park,9,1773,26754,1738.2199921506208
Tottenham Court Road,Greenford,3,1773,1157,17157.14230075095
Tottenham Court Road,Gunnersbury,1,1773,4775,12164.237838358771
Tottenham Court Road,Hainault,1,1773,356,24483.522769866144
Tottenham Court Road,Hammersmith,3,1773,18250,8462.828581316171
Tottenham Court Road,Hampstead,4,1773,2010,6306.633470338029
Tottenham Court Road,Hanger Lane,8,1773,1493,13330.846652963148
Tottenham Court Road,Harlesden,0,1773,1668,11476.455840918175
Tottenham Court Road,Harrow & Wealdstone,0,1773,1335,20140.9727931247
Tottenham Court Road,Harrow-on-the-Hill,1,1773,3019,17904.631276425764
Tottenham Court Road,Hatton Cross,1,1773,1219,24907.54220917685
Tottenham Court Road,Heathrow Terminal 4,0,1773,693,26783.874875247082
Tottenham Court Road,Heathrow Terminal 5,1,1773,975,29775.453410340906
Tottenham Court Road,Heathrow Terminals 2 & 3,3,1773,2406,27320.221355176116
Tottenham Court Road,Hendon Central,3,1773,1878,11341.02767748754
Tottenham Court Road,High Barnet,0,1773,953,18095.571886369176
Tottenham Court Road,High Street Kensington,12,1773,5427,5787.690977074634
Tottenham Court Road,Highbury & Islington,5,1773,25385,4955.753662749576
Tottenham Court Road,Highgate,4,1773,856,7723.027763833053
Tottenham Court Road,Hillingdon,0,1773,318,27045.061894759805
Tottenham Court Road,Holborn,11,1773,22346,797.0465170212295
Tottenham Court Road,Holland Park,7,1773,2063,5526.781677600439
Tottenham Court Road,Holloway Road,0,1773,1696,5023.886365557757
Tottenham Court Road,Hornchurch,0,1773,451,26720.235282910402
Tottenham Court Road,Hounslow Central,0,1773,708,20625.04239955957
Tottenham Court Road,Hounslow East,0,1773,843,19879.365875771073
Tottenham Court Road,Hounslow West,0,1773,401,22104.109898993895
Tottenham Court Road,Hyde Park Corner,3,1773,2410,2518.0901195083516
Tottenham Court Road,Ickenham,0,1773,282,25920.631309849858
Tottenham Court Road,Kennington,4,1773,1161,3917.9108473993633
Tottenham Court Road,Kensal Green,0,1773,472,8980.018035158926
Tottenham Court Road,Kensington,0,1773,2252,7437.159512316589
Tottenham Court Road,Kentish Town,21,1773,3404,4374.721459959368
Tottenham Court Road,Kenton,0,1773,768,18360.31862226706
Tottenham Court Road,Kew Gardens,0,1773,792,13944.460316710458
Tottenham Court Road,Kilburn,2,1773,1953,7953.760676504885
Tottenham Court Road,Kilburn Park,0,1773,823,7164.1580249233575
Tottenham Court Road,King's Cross St. Pancras,15,1773,33330,2373.9456485135206
Tottenham Court Road,Kingsbury,0,1773,1018,16365.403352873127
Tottenham Court Road,Knightsbridge,10,1773,6821,3102.0314524109162
Tottenham Court Road,Ladbroke Grove,0,1773,2131,7304.771038571131
Tottenham Court Road,Lambeth North,0,1773,1319,2731.4185050427213
Tottenham Court Road,Lancaster Gate,14,1773,1820,3330.6190958605275
Tottenham Court Road,Latimer Road,0,1773,1109,7964.335085789977
Tottenham Court Road,Leicester Square,7,1773,8847,585.9295403845053
Tottenham Court Road,Leyton,11,1773,1447,12978.345395771405
Tottenham Court Road,Leytonstone,6,1773,1844,14642.211417205359
Tottenham Court Road,Liverpool Street,171,1773,61122,4148.661823433595
Tottenham Court Road,London Bridge,25,1773,29930,3912.4861789721026
Tottenham Court Road,Loughton,0,1773,655,23497.24285519104
Tottenham Court Road,Maida Vale,2,1773,949,6312.38604712052
Tottenham Court Road,Manor House,3,1773,1311,7579.473901994983
Tottenham Court Road,Mansion House,1,1773,7815,3595.178724115885
Tottenham Court Road,Marble Arch,27,1773,6145,2112.0401981699774
Tottenham Court Road,Marylebone,5,1773,4250,3186.133187263517
Tottenham Court Road,Mile End,13,1773,3759,8058.818535021901
Tottenham Court Road,Mill Hill East,5,1773,681,13364.749289702171
Tottenham Court Road,Moor Park,0,1773,550,27365.39646680919
Tottenham Court Road,Moorgate,3,1773,24574,4083.9877032080167
Tottenham Court Road,Morden,2,1773,1447,16079.145551731024
Tottenham Court Road,Mornington Crescent,10,1773,2927,2506.5899974377076
Tottenham Court Road,Neasden,1,1773,732,11170.466711805628
Tottenham Court Road,Newbury Park,2,1773,559,21305.6171074754
Tottenham Court Road,North Acton,13,1773,3168,10876.571171027186
Tottenham Court Road,North Ealing,0,1773,332,14790.467817257242
Tottenham Court Road,North Greenwich,12,1773,6276,10524.275914852931
Tottenham Court Road,North Harrow,0,1773,190,19884.220275838965
Tottenham Court Road,North Wembley,0,1773,365,16037.591246930344
Tottenham Court Road,Northfields,0,1773,864,15420.301488020361
Tottenham Court Road,Northolt,2,1773,663,18975.546044306848
Tottenham Court Road,Northwick Park,0,1773,1713,16601.51504587633
Tottenham Court Road,Northwood,0,1773,1018,25147.180348404265
Tottenham Court Road,Northwood Hills,0,1773,488,23560.54030780952
Tottenham Court Road,Notting Hill Gate,29,1773,5490,4827.06254086125
Tottenham Court Road,Oakwood,0,1773,423,17536.375223612973
Tottenham Court Road,Old Street,14,1773,15897,4937.494426603057
Tottenham Court Road,Osterley,0,1773,521,18911.889593849297
Tottenham Court Road,Oval,22,1773,2544,4833.056167801235
Tottenham Court Road,Oxford Circus,11,1773,44368,874.2860312732213
Tottenham Court Road,Paddington,13,1773,20198,4592.174718285332
Tottenham Court Road,Park Royal,0,1773,1552,15890.101430778543
Tottenham Court Road,Parsons Green,2,1773,2711,8276.699165846507
Tottenham Court Road,Perivale,2,1773,532,15560.733901379683
Tottenham Court Road,Piccadilly Circus,3,1773,13641,960.6126573693714
Tottenham Court Road,Pimlico,9,1773,5585,4347.647106379572
Tottenham Court Road,Pinner,0,1773,292,21401.934597230782
Tottenham Court Road,Plaistow,2,1773,1049,11834.59982919551
Tottenham Court Road,Preston Road,0,1773,411,14868.39886952533
Tottenham Court Road,Putney Bridge,3,1773,2494,9271.138002491984
Tottenham Court Road,Queen's Park,1,1773,2167,7595.419137429071
Tottenham Court Road,Queensbury,0,1773,439,17611.38900026737
Tottenham Court Road,Queensway,14,1773,1882,4188.751963147371
Tottenham Court Road,Ravenscourt Park,0,1773,1895,9302.918918602836
Tottenham Court Road,Rayners Lane,0,1773,426,20510.55740441709
Tottenham Court Road,Redbridge,0,1773,198,17490.122307160775
Tottenham Court Road,Regent's Park,0,1773,3364,1852.3197799532463
Tottenham Court Road,Richmond,1,1773,5397,16112.580552448508
Tottenham Court Road,Rickmansworth,0,1773,937,30762.58778657308
Tottenham Court Road,Roding Valley,1,1773,84,20720.62363551887
Tottenham Court Road,Royal Oak,0,1773,856,5529.457178792955
Tottenham Court Road,Ruislip,0,1773,257,24134.9734429533
Tottenham Court Road,Ruislip Gardens,0,1773,167,22185.361724076305
Tottenham Court Road,Ruislip Manor,0,1773,408,23456.09214980206
Tottenham Court Road,Russell Square,1,1773,5172,1503.4679427777764
Tottenham Court Road,Seven Sisters,8,1773,10191,9869.300701377213
Tottenham Court Road,Shepherd's Bush,35,1773,9890,6438.44233827316
Tottenham Court Road,Shepherd's Bush Market,0,1773,416,9044.42851429235
Tottenham Court Road,Sloane Square,14,1773,8229,4113.529863311183
Tottenham Court Road,Snaresbrook,0,1773,512,16300.42048086844
Tottenham Court Road,South Ealing,0,1773,670,14967.365122645908
Tottenham Court Road,South Harrow,0,1773,387,22316.08615546549
Tottenham Court Road,South Kensington,11,1773,15325,4402.81439970145
Tottenham Court Road,South Kenton,0,1773,261,16973.326132242266
Tottenham Court Road,South Ruislip,0,1773,289,21299.481951313115
Tottenham Court Road,South Wimbledon,1,1773,1361,14545.919992967709
Tottenham Court Road,South Woodford,2,1773,766,17616.26884410921
Tottenham Court Road,Southfields,0,1773,1351,11960.520592344961
Tottenham Court Road,Southgate,0,1773,874,15670.745435795949
Tottenham Court Road,Southwark,8,1773,10326,2814.1553158638653
Tottenham Court Road,St. James's Park,9,1773,13339,2702.8055082008063
Tottenham Court Road,St. John's Wood,7,1773,3982,4786.741668703779
Tottenham Court Road,St. Paul's,103,1773,13446,2457.659015560599
Tottenham Court Road,Stamford Brook,1,1773,784,10012.197358542902
Tottenham Court Road,Stanmore,1,1773,983,20724.284569829255
Tottenham Court Road,Stepney Green,0,1773,1879,7029.571561014025
Tottenham Court Road,Stockwell,5,1773,1623,6117.074188314385
Tottenham Court Road,Stonebridge Park,0,1773,729,12971.395056150848
Tottenham Court Road,Stratford,89,1773,55954,10847.005997903883
Tottenham Court Road,Sudbury Hill,0,1773,277,21089.83804246212
Tottenham Court Road,Sudbury Town,0,1773,218,19472.842968964473
Tottenham Court Road,Swiss Cottage,4,1773,2598,5756.660914923263
Tottenham Court Road,Temple,1,1773,6780,2182.8962798699777
Tottenham Court Road,Theydon Bois,0,1773,98,28871.342833237766
Tottenham Court Road,Tooting Bec,2,1773,1239,11112.175800313535
Tottenham Court Road,Tooting Broadway,8,1773,4506,12187.099127135985
Tottenham Court Road,Tottenham Hale,2,1773,3239,11022.857431126766
Tottenham Court Road,Totteridge & Whetstone,0,1773,287,15502.95997957257
Tottenham Court Road,Tower Hill,18,1773,8286,4146.885635775379
Tottenham Court Road,Tufnell Park,3,1773,557,5139.305237335335
Tottenham Court Road,Turnham Green,0,1773,1515,10616.95146580791
Tottenham Court Road,Turnpike Lane,1,1773,992,9901.110635797479
Tottenham Court Road,Upminster,0,1773,1132,29257.913091349918
Tottenham Court Road,Upminster Bridge,0,1773,568,27947.169257185666
Tottenham Court Road,Upney,1,1773,485,18245.551940436097
Tottenham Court Road,Upton Park,12,1773,1642,13155.71021059864
Tottenham Court Road,Uxbridge,1,1773,4316,29189.464825177834
Tottenham Court Road,Vauxhall,8,1773,16242,5172.961396143539
Tottenham Court Road,Victoria,50,1773,33251,2947.7951393479943
Tottenham Court Road,Walthamstow Central,8,1773,5271,13995.999938601988
Tottenham Court Road,Wanstead,0,1773,419,16309.717253623685
Tottenham Court Road,Warren Street,11,1773,17309,1177.0277245593327
Tottenham Court Road,Warwick Avenue,1,1773,1174,5524.788726377007
Tottenham Court Road,Waterloo,66,1773,23466,2157.7401484275456
Tottenham Court Road,Watford,0,1773,961,32330.28488954929
Tottenham Court Road,Wembley Central,0,1773,1327,14689.486272649097
Tottenham Court Road,Wembley Park,3,1773,5759,13448.687196405132
Tottenham Court Road,West Acton,2,1773,488,12688.02672270607
Tottenham Court Road,West Brompton,2,1773,5859,6631.617286662831
Tottenham Court Road,West Finchley,0,1773,91,13079.365095417455
Tottenham Court Road,West Ham,8,1773,5487,10904.746542989264
Tottenham Court Road,West Hampstead,2,1773,5856,6938.152118398837
Tottenham Court Road,West Harrow,0,1773,122,19146.47761554619
Tottenham Court Road,West Kensington,0,1773,1345,7008.287272398182
Tottenham Court Road,West Ruislip,0,1773,194,24309.741476817922
Tottenham Court Road,Westbourne Park,0,1773,1347,6498.849190995078
Tottenham Court Road,Westminster,13,1773,15466,2142.06720184225
Tottenham Court Road,White City,25,1773,5966,7738.9186849881535
Tottenham Court Road,Whitechapel,3,1773,17633,5949.428513242916
Tottenham Court Road,Willesden Green,1,1773,830,9138.806767142505
Tottenham Court Road,Willesden Junction,1,1773,4165,10332.241840748971
Tottenham Court Road,Wimbledon,0,1773,6295,14976.009536258247
Tottenham Court Road,Wimbledon Park,0,1773,596,13320.136516770384
Tottenham Court Road,Wood Green,2,1773,2146,10831.92378992139
Tottenham Court Road,Woodford,1,1773,706,19328.212655828127
Tottenham Court Road,Woodside Park,2,1773,745,14025.851646984072
Tottenham Hale,Acton Town,10,8867,2202,23319.92509083257
