mode_mnlc_o,mode_mnlc_d,2,3,4,5,6,7,mode
842,538,2.1990001,7.624,13.524,37.296,32.621,6.085,DLR
842,559,0.0,5.971,7.887,25.019,14.725,1.455,DLR
842,573,18.235,36.896,57.795002,76.922005,56.213,51.151,DLR
842,719,54.187,314.509,416.776,1916.781,466.496,97.958,DLR
842,749,0.0,5.656,1.174,3.351,0.758,0.0,DLR
842,750,0.0,2.712,0.939,4.485,1.613,1.073,DLR
842,757,0.0,0.167,0.01,0.058,0.278,0.18300001,DLR
842,842,0.0,0.0,0.022,0.0,0.0,0.0,DLR
842,850,2.3669999,27.001999,116.162,122.553,60.412,26.743,DLR
842,851,28.559,96.427,103.973,217.914,115.951,34.753,DLR
842,853,39.806,316.312,305.524,183.074,89.827,22.075,DLR
842,854,5.598,76.627,165.944,113.36,107.152,39.281,DLR
842,855,12.572,52.183,35.821,22.506,10.453,5.8519998,DLR
842,856,10.526,42.647,91.352,83.716,79.102,22.876,DLR
842,857,2.445,38.784,60.601,66.29,69.592,16.162,DLR
842,858,0.82,26.02,140.571,65.515,45.707,12.468,DLR
842,859,1.446,27.784,24.975,37.669,24.078001,7.44,DLR
842,860,9.926,314.434,181.08,430.929,185.679,42.997,DLR
842,861,3.6990001,264.098,198.058,75.263,72.682,25.159,DLR
842,862,11.786,377.545,345.034,706.217,266.848,71.281,DLR
842,864,9.871,163.309,144.398,157.504,55.544,7.828,DLR
842,865,0.754,26.6,82.182,50.711,51.676,13.466,DLR
842,866,0.0,14.498,20.385,8.336,5.15,5.715,DLR
842,867,2.644,57.217,96.689,111.885,99.933,48.774,DLR
842,879,8.484,153.599,230.265,345.128,192.697,60.78,DLR
842,882,0.0,19.958,19.704,6.861,6.47,2.578,DLR
842,883,1.755,36.252,47.743,37.006,40.906,15.041,DLR
842,884,8.618,13.735,18.434,77.487,26.673,9.378,DLR
842,886,2.649,20.892,22.32,55.351,26.626,10.374,DLR
842,887,0.0,5.832,9.625,12.057,10.647,5.782,DLR
842,888,4.983,14.85,10.072,25.666,9.944,8.0720005,DLR
842,889,0.0,0.0,1.784,1.6850001,0.0,0.0,DLR
842,890,0.684,18.518,12.536,17.521,10.905,4.9960003,DLR
842,891,0.0,0.0,4.189,9.493,1.602,0.62,DLR
842,893,0.0,11.403,7.907,9.151,1.849,2.121,DLR
842,894,0.0,2.093,8.3289995,15.636,6.402,4.806,DLR
842,895,0.0,15.147,12.666,28.565,11.526,2.341,DLR
842,897,19.123,105.409,111.186,223.556,141.184,60.81,DLR
842,898,18.272,63.132,60.618,109.152,60.868,26.557,DLR
842,928,14.039,77.269,56.606,176.062,76.814,29.61,DLR
842,940,60.896,334.981,437.037,1791.012,543.311,137.495,DLR
850,504,0.0,9.983,5.106,5.04,2.525,0.0,DLR
850,513,16.574,93.684,81.944,35.917,17.597,11.1380005,DLR
850,533,0.566,1.288,3.365,3.006,0.033,0.0,DLR
850,538,0.926,5.034,1.247,1.268,3.226,0.886,DLR
850,573,1.335,5.0299997,10.16,6.802,5.955,0.601,DLR
850,719,32.833,258.572,342.807,251.322,94.712,31.982,DLR
850,757,0.097,0.406,0.157,0.0,0.62200004,1.031,DLR
850,842,13.77,67.873,155.121,116.484,36.096,13.674,DLR
850,851,12.682,74.911,123.089,68.232,26.802,8.853,DLR
850,853,0.0,25.536,26.138,7.2799997,2.736,0.485,DLR
850,854,0.97300005,4.518,10.925,5.739,4.1150002,1.737,DLR
850,855,7.788,30.426,5.871,7.212,2.9060001,0.076000005,DLR
850,856,0.0,5.753,6.022,2.203,1.308,0.288,DLR
850,857,0.0,2.0540001,6.5160003,4.316,0.613,0.333,DLR
850,858,1.245,3.255,25.557,15.125,3.068,1.195,DLR
850,859,0.35,6.149,5.775,3.384,1.253,0.356,DLR
850,860,1.446,18.848,25.838,15.844,6.584,3.072,DLR
850,861,1.036,12.15,16.698,7.642,5.36,3.12,DLR
850,862,1.034,4.326,14.216,10.461,2.882,0.992,DLR
850,864,0.94,16.572,12.729,3.972,1.438,0.458,DLR
850,865,0.0,1.254,8.359,4.263,1.058,0.781,DLR
850,866,1.248,11.569,23.976,9.463,9.051,0.0,DLR
850,867,1.653,27.509,55.683,28.59,12.699,5.491,DLR
850,879,2.594,13.573,26.726,6.086,2.268,1.066,DLR
850,883,0.0,0.0,9.411,3.247,2.647,0.0,DLR
850,884,2.266,9.096,27.099,5.052,5.295,2.391,DLR
850,886,0.0,0.783,2.905,1.658,1.336,0.286,DLR
850,887,0.137,0.438,1.883,0.801,0.489,0.0,DLR
850,890,0.0,0.504,1.131,1.458,0.766,0.0,DLR
850,893,0.0,1.311,4.3519998,1.052,1.867,0.0,DLR
850,894,0.0,4.806,3.1629999,0.964,0.0,0.0,DLR
850,895,0.25,1.373,4.166,3.835,1.257,0.0,DLR
850,897,3.4390001,10.676,16.154,5.703,2.641,0.451,DLR
850,898,0.0,1.039,2.844,2.368,0.884,0.085,DLR
850,928,0.619,4.309,1.535,0.759,0.417,0.02,DLR
850,940,1.656,21.504,26.964,30.245,4.814,3.7189999,DLR
851,504,0.377,8.41,7.869,6.681,4.11,2.458,DLR
851,513,2.22,3.564,1.663,0.832,1.184,0.17300001,DLR
851,523,0.348,1.295,3.819,2.969,3.9750001,0.775,DLR
851,533,4.314,7.673,5.345,5.7400002,1.69,4.446,DLR
851,538,0.548,0.525,3.186,0.372,3.39,0.639,DLR
851,559,0.502,2.878,2.067,4.132,1.883,0.027,DLR
851,573,6.322,20.26,17.588,32.822,15.847,4.636,DLR
851,719,30.074,361.757,417.917,349.48,195.393,51.366,DLR
851,842,35.305,289.554,172.375,195.575,71.654,24.438,DLR
851,850,6.184,70.577,153.606,106.932,46.292,30.97,DLR
851,853,33.342,235.487,285.284,150.818,42.607,21.854,DLR
851,854,3.838,29.799,29.988,34.928,8.623,8.66,DLR
851,855,11.462999,52.527,14.195,11.707,1.9269999,0.084,DLR
851,856,0.323,29.022,9.087,14.275,4.729,1.474,DLR
851,857,1.0550001,10.736,13.542,12.338,2.708,2.202,DLR
851,858,6.264,69.618,137.35,82.955,43.772,13.158999,DLR
851,859,1.318,31.437,7.892,7.292,4.484,0.898,DLR
851,860,0.382,41.886,33.876,19.572,8.343,1.842,DLR
851,861,4.795,107.141,34.183,31.66,12.412,2.567,DLR
851,862,13.256,30.281,40.675,44.614,16.707,11.965,DLR
851,864,1.3790001,5.392,5.619,1.44,0.0,0.0,DLR
851,865,1.8230001,7.383,14.888,11.298,4.5690002,2.514,DLR
851,866,5.172,23.449,46.148,27.563,12.13,4.732,DLR
851,867,1.632,16.143,54.324,70.043,45.082,25.027,DLR
851,879,3.118,50.721,54.873,26.325,8.146,1.6140001,DLR
851,882,0.37399998,10.664,16.212,2.434,1.136,2.236,DLR
851,883,0.517,12.613,30.053999,10.78,6.009,5.733,DLR
851,884,0.21,0.415,2.944,0.355,1.339,3.0609999,DLR
851,886,1.24,8.988,9.619,7.594,3.962,1.364,DLR
851,887,0.671,4.083,2.664,2.718,1.49,0.0,DLR
851,888,0.87200004,5.317,3.429,3.18,7.208,0.0,DLR
851,890,0.0,13.63,5.308,5.505,0.553,0.0,DLR
851,891,0.0,1.414,1.1340001,1.656,1.527,0.0,DLR
851,893,0.0,5.312,8.9210005,4.404,0.331,0.0,DLR
851,894,1.078,14.812,6.626,5.245,0.109,0.0,DLR
851,895,0.668,4.506,5.359,6.841,0.087,0.758,DLR
851,897,3.6269999,19.979,21.717,17.258,6.217,5.9440002,DLR
851,898,2.458,7.377,5.915,8.09,3.84,1.802,DLR
851,928,1.25,8.544,4.35,3.253,2.028,0.615,DLR
851,940,4.81,58.754,68.363,136.651,24.945,16.785,DLR
853,504,0.879,8.195,7.802,5.705,7.6480002,2.543,DLR
853,513,27.314,172.651,130.885,85.025,79.781,28.976,DLR
853,533,1.063,5.38,2.149,3.112,0.33,0.0,DLR
853,538,0.122999996,1.5090001,1.3100001,1.788,0.134,6.947,DLR
853,559,0.0,3.432,0.602,2.202,0.906,0.0,DLR
853,573,3.8920002,7.5950003,12.903,18.343,8.692,4.542,DLR
853,719,68.29,597.921,639.834,591.508,349.963,161.544,DLR
853,757,0.048,0.536,0.294,0.0,0.841,0.84499997,DLR
853,842,16.339,149.44,258.309,341.034,170.453,16.813,DLR
853,850,0.20899999,7.801,25.657,16.662,6.671,2.665,DLR
853,851,16.887,129.095,172.453,109.018,70.616,38.174,DLR
853,854,0.591,6.603,17.905,16.309,9.481,4.761,DLR
853,855,7.788,64.439,22.236,18.64,2.423,0.12,DLR
853,856,0.0,12.64,7.1,9.672,7.2860003,0.248,DLR
853,857,0.0,2.803,4.787,4.411,3.618,3.318,DLR
853,858,0.41799998,13.684,50.48,46.809002,16.693,4.63,DLR
853,859,0.367,15.722,10.157,5.657,6.82,3.0,DLR
853,860,1.576,58.551,44.459,36.956,29.811,20.396,DLR
853,861,3.439,35.971,31.468,32.184,11.675,5.173,DLR
853,862,3.42,12.141,25.097,28.183,11.921,4.594,DLR
853,864,7.3450003,43.99,23.905,31.395,7.479,2.241,DLR
853,865,0.251,3.964,7.4,6.05,4.268,0.0,DLR
853,866,3.015,15.832,42.955,31.755001,28.665,0.0,DLR
853,867,0.12100001,11.194,40.367,22.173,21.263,7.9969997,DLR
853,879,0.493,18.067,31.779,13.847,4.83,3.172,DLR
853,882,0.0,1.378,4.847,2.3240001,2.431,0.0,DLR
853,883,0.512,3.5970001,8.767,7.385,7.2599998,2.584,DLR
853,884,2.336,16.115,40.422,9.569,23.472,4.801,DLR
853,886,0.0,4.123,2.388,6.33,0.696,3.467,DLR
853,887,0.214,1.459,2.842,6.097,2.792,0.0,DLR
853,888,0.38300002,0.876,2.26,4.935,0.724,1.608,DLR
853,889,0.361,1.18,1.258,1.729,0.0,0.0,DLR
853,890,0.0,0.409,1.235,4.164,1.7559999,3.434,DLR
853,893,0.0,5.56,7.427,4.369,1.848,0.0,DLR
853,894,0.26,1.682,2.294,3.121,0.0,0.0,DLR
853,895,0.0,2.901,6.962,6.027,4.189,1.694,DLR
853,897,0.528,10.027,15.524,15.983,7.4179997,13.583,DLR
853,928,0.67800003,9.542,1.906,3.854,1.905,0.05,DLR
853,940,2.251,30.37,26.992,35.696,12.716,6.532,DLR
854,504,0.908,3.695,3.0180001,3.026,0.689,0.62,DLR
854,513,73.78,730.026,425.904,307.728,139.772,47.929,DLR
854,523,0.0,0.0,2.746,1.206,0.348,0.50699997,DLR
854,533,1.38,4.849,4.99,3.626,1.114,0.408,DLR
854,538,0.222,1.629,2.685,1.856,2.321,0.584,DLR
854,559,0.0,3.167,1.038,2.46,1.469,0.506,DLR
854,573,0.072000004,0.177,3.71,2.015,2.151,0.241,DLR
854,719,9.999,61.908,83.2,133.937,33.325,5.541,DLR
854,750,0.0,0.442,1.218,0.799,0.959,2.128,DLR
854,757,0.35799998,0.108,0.022,0.0,0.009,0.0,DLR
854,842,11.455,108.244,170.515,136.043,58.243,18.634,DLR
854,850,0.208,7.167,6.112,9.112,3.0,1.437,DLR
854,851,1.226,19.844,27.414,20.616,3.863,2.224,DLR
854,853,0.694,16.464,11.3619995,13.481,1.858,1.687,DLR
854,855,22.497,239.663,209.183,135.501,56.195,16.703,DLR
854,856,0.119,35.468,21.514,19.902,11.391,5.198,DLR
854,857,0.0,8.748,6.054,10.004,5.562,2.776,DLR
854,858,0.16499999,12.534,4.35,15.597,5.658,0.0,DLR
854,859,0.0,1.661,2.545,2.711,0.817,0.225,DLR
854,860,5.872,125.506996,93.215,76.25,34.333,9.213,DLR
854,861,0.091000006,8.323,10.247,5.4769998,3.541,1.732,DLR
854,862,8.745,86.658,63.988,98.019,32.081,9.948,DLR
854,864,7.491,43.494,20.097,14.721,3.249,0.47800002,DLR
854,865,0.925,8.522,28.251999,28.573,11.5529995,6.185,DLR
854,866,3.693,6.188,23.297,16.887,9.722,2.16,DLR
854,867,1.2980001,4.919,12.789,10.785,4.09,2.748,DLR
854,879,4.886,35.233,104.864,59.445,38.955,12.31,DLR
854,882,0.312,2.017,2.032,0.296,0.846,2.304,DLR
854,883,0.0,1.953,6.968,6.199,5.53,0.912,DLR
854,884,0.403,6.936,8.55,13.258,11.649,3.466,DLR
854,886,0.0,1.064,3.838,6.975,4.901,1.924,DLR
854,887,0.111,3.087,1.536,2.604,2.336,0.328,DLR
854,888,0.0,1.8100001,2.294,5.495,4.084,1.245,DLR
854,889,0.0,0.358,0.578,2.492,0.537,0.0,DLR
854,890,0.0,1.13,1.893,0.908,0.833,0.243,DLR
854,893,0.0,1.316,1.207,0.884,1.079,0.0,DLR
854,894,0.0,3.649,1.478,1.494,1.651,0.6,DLR
854,895,0.203,2.94,5.2409997,10.251,2.991,0.0,DLR
854,897,8.582,37.565,68.135,45.345,22.864,13.727,DLR
854,898,0.0,3.696,6.806,8.521,5.633,1.243,DLR
854,928,3.091,28.44,22.08,44.764,19.884,4.735,DLR
854,940,11.246,73.536,88.159,212.868,52.481,19.072,DLR
855,504,0.0,0.82,2.102,6.685,2.0219998,0.089,DLR
855,513,47.686,913.02,729.989,1118.719,250.624,52.924,DLR
855,533,1.3939999,7.504,9.337,13.948,0.0,0.0,DLR
855,538,0.0,5.354,2.925,6.186,1.666,6.833,DLR
855,559,0.0,0.0,1.487,2.607,0.3,0.883,DLR
855,573,0.016,0.15,7.784,11.376,7.637,0.695,DLR
855,719,1.7099999,13.811,35.986,161.269,17.35,3.1890001,DLR
855,842,0.698,34.213,39.115,46.463,11.398,2.307,DLR
855,850,0.81299996,10.944,10.239,14.051,4.617,0.0,DLR
855,851,0.829,8.514,19.848999,14.813,10.985,1.791,DLR
855,853,3.554,40.06,11.254,13.539,7.4379997,0.0,DLR
855,854,14.511,59.304,169.302,183.16,130.324,94.295,DLR
855,856,9.069,48.384,95.487,124.464,100.428,89.532,DLR
855,857,1.615,18.476,74.084,110.587,74.176,57.945,DLR
855,858,2.721,4.123,3.1599998,18.404,15.5859995,0.0,DLR
855,859,0.694,1.753,3.774,4.948,2.364,0.676,DLR
855,860,0.359,55.647,57.97,218.396,91.101,28.525,DLR
855,861,10.417,150.95801,140.198,64.891,35.944,22.924,DLR
855,862,7.546,61.636,93.628,354.495,85.97,16.257,DLR
855,864,2.596,72.798996,80.617,106.303,16.534,7.6219997,DLR
855,865,0.433,4.966,29.019001,18.135,15.906,10.958,DLR
855,866,0.0,4.101,12.332,11.169,4.942,0.018000001,DLR
855,867,2.271,14.471,8.565,11.128,9.76,0.0,DLR
855,879,16.313,81.216,262.613,355.865,205.258,120.483,DLR
855,882,0.0,2.8109999,3.144,1.717,0.698,0.0,DLR
855,883,1.029,3.111,5.725,8.265,8.327,0.824,DLR
855,884,0.0,4.145,4.633,16.734,3.815,3.675,DLR
855,886,1.075,3.936,4.61,16.237,7.396,0.0,DLR
855,887,0.0,3.637,1.182,1.371,0.348,1.406,DLR
855,888,0.0,4.257,4.264,10.0130005,0.917,0.0,DLR
855,890,1.497,0.0,2.594,5.192,0.962,0.0,DLR
855,893,0.0,0.0,1.414,2.914,0.0,0.0,DLR
855,894,0.0,0.0,0.378,2.573,1.533,0.0,DLR
855,895,0.557,5.558,0.828,16.061,0.654,0.0,DLR
855,897,54.895,38.04,88.815,219.948,127.265,107.672005,DLR
855,898,15.776,4.682,43.048,102.311,66.21,34.873,DLR
855,928,3.165,18.073,37.346,117.59,51.021,28.1,DLR
855,940,29.703001,103.112,269.807,1253.935,334.771,130.767,DLR
856,513,69.252,532.323,298.109,149.451,50.057,17.462,DLR
856,523,0.305,0.828,2.397,0.351,0.174,0.0,DLR
856,533,3.326,1.695,1.848,2.594,0.0,0.0,DLR
856,538,0.0,0.0,2.709,1.897,1.177,0.219,DLR
856,573,0.0,0.0,0.005,0.0,0.017,0.026,DLR
856,719,3.031,35.955,54.62,39.848,9.425,1.708,DLR
856,750,2.555,0.0,0.421,1.633,0.0,0.0,DLR
856,757,0.013,0.115,0.0,0.0,0.004,0.0,DLR
856,842,9.159,94.261,110.565,89.681,17.546,3.019,DLR
856,850,0.0,0.678,7.88,1.688,0.836,0.287,DLR
856,851,4.242,7.498,16.025,8.9210005,4.157,0.352,DLR
856,853,0.0,4.932,16.115,2.745,1.197,0.556,DLR
856,854,0.365,18.223999,26.621,18.886,6.371,1.667,DLR
856,855,28.042,203.796,163.75,94.51,30.369,8.275,DLR
856,857,0.0,2.678,4.844,1.494,0.602,0.456,DLR
856,858,0.269,3.445,7.59,17.012,3.401,2.0640001,DLR
856,859,0.47800002,1.541,1.845,0.39699998,0.195,0.236,DLR
856,860,3.745,94.594,58.508,24.512,13.178,2.462,DLR
856,861,1.794,36.059002,29.971,14.193,6.802,3.95,DLR
856,862,6.379,56.419,26.976,28.663,9.96,3.649,DLR
856,864,3.9429998,32.588,15.8,3.456,0.647,0.01,DLR
856,865,0.855,5.331,17.693,8.962,5.813,1.54,DLR
856,866,1.753,5.525,9.519,5.772,6.724,2.411,DLR
856,867,1.176,10.455,7.024,3.783,2.205,0.676,DLR
856,879,4.671,30.86,91.206,41.056,29.143,6.099,DLR
856,883,0.0,1.393,5.439,4.026,0.65000004,0.237,DLR
856,884,0.123,3.632,3.924,3.375,5.722,0.75,DLR
856,886,0.0,0.77500004,2.797,0.71,0.93299997,0.015,DLR
856,887,0.0,0.48,2.174,0.128,0.0,0.301,DLR
856,888,0.0,2.699,1.335,0.0,0.53,0.0,DLR
856,889,0.459,2.23,1.008,0.752,0.155,0.0,DLR
856,893,0.914,2.1,3.656,0.472,0.020000001,0.786,DLR
856,895,0.0,3.978,2.682,2.138,0.277,0.924,DLR
856,897,11.925,35.292,38.95,24.097,13.18,7.504,DLR
856,898,2.112,10.26,6.356,8.95,3.568,2.194,DLR
856,928,2.99,111.98,21.675,14.207,10.404,2.9650002,DLR
856,940,10.771,76.727,79.565,66.881,26.175,8.988,DLR
857,513,59.692,583.46,203.761,105.598,45.420002,16.076,DLR
857,533,0.373,4.953,1.981,0.591,0.0,0.0,DLR
857,538,1.186,0.782,1.089,1.164,0.936,0.269,DLR
857,573,0.014,0.0,0.242,0.017,0.35,0.134,DLR
857,719,3.988,43.597,35.997,18.405,7.403,2.624,DLR
857,757,0.0,0.144,0.021000002,0.0,0.005,0.0,DLR
857,842,15.438,73.821,67.251,64.595,17.933,4.734,DLR
857,850,0.105000004,4.058,3.444,3.691,0.267,0.007,DLR
857,851,1.157,20.625,8.236,7.296,0.773,0.419,DLR
857,853,2.959,5.528,4.78,3.385,0.125,0.16600001,DLR
857,854,0.356,12.545,9.385,7.35,5.779,1.222,DLR
857,855,15.809,215.019,118.181,64.788,19.893,2.751,DLR
857,856,0.0,2.234,4.1,1.344,0.435,0.342,DLR
857,858,0.23099999,8.521,8.867,5.331,3.098,1.429,DLR
857,860,5.448,94.864,41.186,17.287,8.82,2.796,DLR
857,861,0.869,22.642,17.355,10.222,3.185,1.062,DLR
857,862,3.657,60.524,23.065,23.81,8.194,2.189,DLR
857,864,0.662,35.165,10.923,5.759,0.539,0.411,DLR
857,865,0.296,4.315,5.057,6.737,1.969,0.92,DLR
857,866,3.141,2.029,13.5390005,8.087,3.325,0.921,DLR
857,867,0.0,6.333,6.188,3.374,1.468,0.631,DLR
857,879,1.819,25.839,57.026,20.574,15.586,4.346,DLR
857,882,0.0,2.581,1.058,0.0,0.241,0.0,DLR
857,883,0.0,1.295,1.03,1.46,0.84000003,0.0,DLR
857,884,0.035,5.749,3.99,3.307,3.26,0.865,DLR
857,886,1.577,1.794,3.594,1.255,1.045,0.505,DLR
857,887,0.0,0.374,1.03,0.349,0.465,0.0,DLR
857,888,0.0,1.818,0.982,0.571,0.0,0.0,DLR
857,893,0.0,1.446,2.621,0.513,0.0,0.0,DLR
857,895,0.0,1.341,1.316,1.482,0.0,0.0,DLR
857,897,13.243,34.723,31.966,21.827,7.491,1.732,DLR
857,898,0.998,0.94,3.63,2.062,2.086,0.454,DLR
857,928,5.64,41.682,6.954,6.452,5.538,1.077,DLR
857,940,6.591,51.18,42.692,38.318,13.015,4.813,DLR
858,504,0.0,6.4769998,5.86,4.505,2.025,0.034,DLR
858,513,90.902,749.428,324.932,115.653,44.688,8.764,DLR
858,523,0.733,1.727,14.395,14.712,6.238,2.571,DLR
858,533,16.795,24.465,77.112,73.253,5.157,0.319,DLR
858,538,0.786,30.726,38.2,47.704998,38.51,10.893,DLR
858,559,1.676,3.459,13.509,23.58,16.946,4.199,DLR
858,573,62.991,67.474,131.919,244.533,133.887,58.106,DLR
858,719,22.749,164.89,267.979,165.463,56.091,11.26,DLR
858,750,5.847,0.0,6.751,1.484,0.352,0.0,DLR
858,757,0.0,0.285,4.456,0.484,0.672,0.175,DLR
858,842,13.97,55.238,125.528,25.265,9.162,2.748,DLR
858,850,0.0,13.081,28.62,4.595,1.22,1.7049999,DLR
858,851,1.237,39.924,111.675,32.679,18.935,3.614,DLR
858,853,3.819,95.788,48.957,6.957,4.159,1.749,DLR
858,854,1.672,27.272,26.797,6.476,1.8069999,0.078999996,DLR
858,855,1.641,22.957,15.088,1.899,0.024,0.007,DLR
858,856,0.0,2.974,7.397,0.91,1.212,0.049,DLR
858,857,1.183,2.93,11.861,2.0740001,1.783,0.114999995,DLR
858,859,0.498,10.791,2.921,3.796,2.98,1.169,DLR
858,860,8.597,187.547,167.086,57.337,17.077,3.072,DLR
858,861,1.3510001,46.014,20.352,5.705,2.773,0.169,DLR
858,862,7.954,25.662,83.588,58.443,10.864,3.481,DLR
858,864,14.419001,188.851,134.767,73.684,22.943,8.483,DLR
858,865,0.0,4.16,9.111,3.843,0.361,0.021,DLR
858,866,0.0,3.781,10.287,1.038,0.452,0.0,DLR
858,867,0.455,29.557,63.336,19.781,8.823,1.765,DLR
858,879,7.428,36.494,24.933,3.403,2.399,1.291,DLR
858,882,0.0,7.998,19.013,1.366,2.218,0.95,DLR
858,883,0.442,16.124,29.126,10.664,15.614,3.999,DLR
858,884,23.332,192.805,180.532,83.562,47.761,24.218,DLR
858,886,13.205,28.257,45.373,51.818,51.724,18.6,DLR
858,887,0.198,13.819,17.005,9.78,9.61,9.32,DLR
858,888,1.948,21.855,23.245,21.936,14.938,11.586,DLR
858,889,1.49,5.041,2.2089999,2.452,0.062,0.0,DLR
858,890,0.0,20.717,12.352,14.6449995,14.841,5.676,DLR
858,891,0.0,0.0,8.788,8.407,5.548,1.334,DLR
858,893,0.60899997,28.948,14.517,7.086,3.317,2.701,DLR
858,894,0.417,27.12,12.588,14.518,11.167,4.273,DLR
858,895,13.217,26.368,27.039,31.039,13.284,8.391,DLR
858,897,2.8339999,23.508,9.381,4.964,1.977,1.829,DLR
858,928,0.407,4.3980002,1.75,0.83500004,0.751,0.022,DLR
858,940,16.676,34.051,32.206,13.423,5.172,2.933,DLR
859,504,0.0,1.179,0.857,0.695,0.685,0.047,DLR
859,513,1.6290001,2.002,0.0,0.0,0.325,0.349,DLR
859,523,0.0,0.14,0.267,2.261,0.259,0.0,DLR
859,533,0.14500001,1.281,1.435,0.0,0.473,0.0,DLR
859,538,0.0,5.965,1.356,0.402,0.366,0.0,DLR
859,559,0.0,1.3970001,0.0,2.319,0.0,0.0,DLR
859,573,0.425,1.239,2.276,10.886,3.951,0.009000001,DLR
859,719,22.426,249.686,162.216,191.441,41.399,8.764,DLR
859,750,0.0,0.0,2.697,0.256,0.233,0.0,DLR
859,757,0.0,0.024,0.042,0.0,0.34,0.0,DLR
859,842,7.065,66.806,32.237,27.006,4.2,1.284,DLR
859,850,0.312,4.046,6.892,2.401,1.155,1.129,DLR
859,851,0.636,10.336,15.507,12.579,3.68,0.0,DLR
859,853,1.202,12.24,25.389,7.859,1.335,0.79399997,DLR
859,854,0.0,5.207,2.566,1.948,1.248,0.756,DLR
859,855,5.379,18.763,4.516,1.149,0.07,2.173,DLR
859,856,0.199,2.776,0.48,0.274,0.87200004,0.28100002,DLR
859,858,2.5019999,8.035,10.513,7.295,1.716,0.0,DLR
859,860,0.291,5.384,3.491,1.942,1.528,0.368,DLR
859,861,0.147,11.057,5.612,2.578,0.669,0.716,DLR
859,862,3.966,4.276,8.873,4.573,1.188,0.76600003,DLR
859,864,0.0,4.419,3.037,0.64,0.189,0.0,DLR
859,865,0.0,0.16600001,5.906,2.873,1.419,0.44,DLR
859,866,3.035,5.286,11.378,3.468,1.159,0.0,DLR
859,867,0.0,3.584,7.017,3.646,1.457,0.515,DLR
859,879,1.433,6.487,9.296,3.106,1.069,0.022,DLR
859,883,1.118,0.749,1.608,0.748,0.718,0.0,DLR
859,884,0.134,0.022,0.358,0.0,0.021,0.0,DLR
859,887,0.0,0.328,0.47100002,0.34600002,0.0,0.0,DLR
859,888,0.132,0.295,0.241,1.742,0.129,0.0,DLR
859,889,0.0,0.433,0.714,1.988,0.0,0.0,DLR
859,893,0.0,0.809,3.499,0.456,0.105,0.0,DLR
859,895,0.0,0.645,0.322,1.529,0.378,0.0,DLR
859,897,0.0,2.237,5.902,3.652,0.781,0.319,DLR
859,928,0.006,1.757,1.265,1.318,0.875,0.088999994,DLR
859,940,0.398,6.518,8.444,30.098,3.678,1.058,DLR
860,504,0.85800004,4.844,4.039,2.797,0.654,1.071,DLR
860,513,113.604004,1226.36,771.654,502.321,264.619,146.939,DLR
860,523,9.178,14.691,17.032,25.724,9.052,5.765,DLR
860,533,30.367,57.507,37.994,55.63,16.591,2.469,DLR
860,538,4.02,20.096,12.689,43.624,23.181,8.4279995,DLR
860,559,7.4240003,25.154,16.848999,25.409,15.079,2.978,DLR
860,573,25.697,92.856,101.698,270.431,145.606,44.794,DLR
860,719,0.902,15.088,22.959,4.065,1.5910001,0.252,DLR
860,749,0.272,1.204,1.209,0.644,0.524,0.593,DLR
860,750,0.0,0.387,3.178,3.248,0.651,0.0,DLR
860,757,0.045,0.019000001,0.163,0.0,0.091,0.104,DLR
860,842,36.826,596.933,228.394,327.945,63.27,20.728,DLR
860,850,0.063999996,13.625,32.772,27.06,8.669,2.974,DLR
860,851,1.5879999,13.44,32.226,16.957,6.614,3.207,DLR
860,853,8.807,61.963,63.969,33.067,9.602,2.749,DLR
860,854,3.478,62.981,109.938,88.377,43.851,12.326,DLR
860,855,34.986,317.353,60.344,47.349,17.164,8.868,DLR
860,856,1.198,35.724,38.117,52.87,22.661,6.51,DLR
860,857,0.05,15.888,28.618,47.468,27.664,11.831,DLR
860,858,5.041,79.168,146.45,182.048,52.638,18.538,DLR
860,859,0.154,5.962,2.337,2.756,1.465,0.68799996,DLR
860,860,0.21000001,1.086,1.248,2.341,0.984,0.331,DLR
860,861,6.951,207.192,117.826,105.272,49.994,18.886,DLR
860,862,32.134,202.878,186.375,345.828,129.55,53.165,DLR
860,864,8.033,87.687,50.03,29.333,11.641,2.352,DLR
860,865,14.868,140.334,132.903,145.506,70.169,32.508,DLR
860,866,0.0,1.293,7.453,3.492,1.371,0.078,DLR
860,867,0.326,20.77,45.289,26.918,11.169,5.844,DLR
860,879,2.357,87.961,136.331,92.137,39.505,19.042,DLR
860,882,5.163,100.529,55.818,41.96,27.568,11.516,DLR
860,883,6.664,63.783,51.339,63.421,29.433,14.307,DLR
860,884,4.691,37.3,49.253,86.994,41.187,17.678,DLR
860,886,3.953,34.249,36.223,93.018,28.947,9.622,DLR
860,887,5.771,40.064,22.229,44.548,14.484,8.106,DLR
860,888,5.998,35.069,30.194,62.441,15.769,7.519,DLR
860,889,0.0,4.1150002,1.543,1.02,0.28800002,0.685,DLR
860,890,3.761,38.096,20.954,50.579,15.162,2.716,DLR
860,891,1.868,4.222,6.446,16.514,4.658,1.0320001,DLR
860,893,3.931,50.914,49.711,38.284,7.815,2.785,DLR
860,894,4.608,30.16,9.1710005,35.036,10.053,4.742,DLR
860,895,1.727,23.462,40.185,107.259,26.853,8.85,DLR
