mode_mnlc_o,mode_mnlc_d,2,3,4,5,6,7,8,mode
719,1441,19.123,297.755,218.403,242.19,137.279,43.993,0.0,LO
719,1442,6.481,0.489,1.591,2.733,0.436,0.062,0.0,LO
719,1443,0.029,5.569,4.853,2.759,2.934,0.509,0.0,LO
719,1444,0.817,1.324,0.079,0.0,0.0,0.0,0.0,LO
719,1445,54.43,161.369,63.038,71.025,20.22,7.695,0.0,LO
719,1448,1.695,92.171,52.587,64.335,25.961,5.173,0.0,LO
719,1449,5.938,37.745,20.335001,18.815,9.859,2.634,0.0,LO
719,1452,28.178999,52.217,25.163,15.675,11.707,2.265,0.0,LO
719,1455,0.129,2.82,2.556,2.046,0.84499997,0.068,0.0,LO
719,1524,1.699,3.748,3.907,6.253,3.196,0.002,0.0,LO
719,5595,17.324,5.141,17.904,7.042,8.699,1.212,0.0,LO
719,6913,0.15200001,0.712,2.028,11.121,1.266,0.0,0.0,LO
719,6914,0.065,0.204,1.539,1.5120001,0.383,0.0,0.0,LO
719,6919,0.119,0.493,2.235,3.429,0.759,0.0,0.0,LO
719,6926,0.389,0.533,2.175,1.598,0.59,0.0,0.0,LO
719,6934,0.18,2.784,4.797,5.676,2.159,0.825,0.0,LO
719,6941,0.37,4.217,11.048,15.253,10.392,1.133,0.0,LO
719,6947,5.327,0.621,1.547,1.405,0.613,0.072,0.0,LO
719,6949,0.236,0.051,0.11,0.93700004,0.098000005,0.018,0.0,LO
719,6952,1.2,0.248,0.73800004,1.912,0.276,0.044,0.0,LO
719,6954,0.001,0.068,1.457,0.772,0.355,0.0,0.0,LO
719,6956,0.575,4.3190002,6.666,7.852,2.386,0.464,0.0,LO
719,6958,0.73,0.459,3.679,7.09,2.302,0.128,0.0,LO
719,6959,0.09,3.301,5.117,19.188,2.364,0.0,0.0,LO
719,6966,0.0,0.366,0.779,0.199,0.186,0.0,0.0,LO
719,6967,0.0,0.668,1.619,2.131,1.66,0.097,0.0,LO
719,6968,3.654,1.689,5.3719997,11.273,2.808,0.716,0.0,LO
719,6972,0.67399997,3.2,9.817,24.105999,10.9869995,0.223,0.0,LO
719,6973,0.001,0.035,0.459,0.846,0.199,0.0,0.0,LO
719,6977,103.492,1167.674,969.472,719.155,440.263,151.247,0.0,LO
719,6978,30.337,352.386,370.29102,443.297,345.875,121.249,0.0,LO
719,6979,67.329,1091.131,774.504,835.598,553.916,214.263,0.0,LO
719,7401,0.029000001,0.114,1.032,1.72,0.406,0.076000005,0.0,LO
719,7404,0.0,0.0,0.078999996,0.031,0.02,0.0,0.0,LO
719,7406,0.587,1.302,2.059,3.776,2.7779999,0.046,0.0,LO
719,9586,10.5720005,36.376,14.358,10.356,2.824,0.307,0.0,LO
719,9587,11.644,24.13,23.854,16.401001,4.475,2.3339999,0.0,LO
736,6886,10.713,107.747,109.711,51.693,17.401,0.0,0.0,LO
736,7473,2.319,12.67,30.214,121.223,25.515,0.0,0.0,LO
742,719,0.0,0.0,0.344,0.149,0.051,0.061,0.0,LO
742,766,0.311,0.0,0.0,0.0,0.0,0.0,0.0,LO
742,1404,0.006,0.0,0.0,0.0,0.0,0.0,0.0,LO
742,1429,0.317,1.101,1.533,0.375,0.138,0.09599999,0.0,LO
742,1441,0.0,0.0,0.024,0.0,0.0,0.0,0.0,LO
742,1445,0.072,0.0,0.0,0.0,0.0,0.0,0.0,LO
742,1452,0.009,0.0,0.0,0.0,0.0,0.0,0.0,LO
742,6867,16.077,144.952,57.496,29.606,13.536,3.907,0.0,LO
742,6914,1.781,89.769,229.365,556.09,345.872,102.536,0.565,LO
742,6919,6.715,182.139,329.884,856.946,468.54,157.179,1.001,LO
742,6926,10.282,125.343,140.408,178.435,192.342,36.473,0.0,LO
742,6934,0.003,0.035,0.0,0.048,0.0,0.0,0.0,LO
742,6954,8.082,131.752,225.132,450.399,276.142,133.932,0.209,LO
742,6961,69.946,155.161,91.448,57.944,22.185999,6.212,0.0,LO
742,6962,0.617,4.723,10.295,6.099,0.967,0.43,0.0,LO
742,6965,514.419,1531.001,393.00198,170.395,40.891,10.156,0.0,LO
742,6966,0.41300002,6.812,11.2630005,3.4589999,1.397,1.451,0.0,LO
742,6967,0.115,0.216,0.0,0.031,0.058,0.0,0.0,LO
742,6973,2.481,14.247,26.576,49.602,33.485,8.249,0.0,LO
742,6978,0.216,0.902,0.494,0.541,0.179,0.066,0.0,LO
742,6979,0.119,0.799,0.79300004,0.935,0.966,0.087,0.0,LO
751,514,0.149,0.027,0.0,0.0,0.0,0.021,0.0,LO
751,522,0.066,0.076,0.0,0.0,0.0,0.028,0.0,LO
751,591,0.743,5.829,5.462,4.018,1.504,0.513,0.0,LO
751,596,64.77,69.565,57.282,45.123,12.771,1.569,0.0,LO
751,597,3.132,33.103,37.003002,29.013,14.588,1.355,0.0,LO
751,603,1.916,4.088,2.389,0.7,0.952,0.282,0.0,LO
751,617,2.48,21.559,20.108,14.868,4.906,0.782,0.0,LO
751,618,0.0,0.0,0.0,0.0,0.198,0.0,0.0,LO
751,620,3.496,44.637,37.404,42.472,22.39,3.301,0.0,LO
751,621,0.046,0.877,3.033,1.005,0.341,0.43400002,0.0,LO
751,659,0.892,14.104,32.708,30.276,15.974,4.386,0.0,LO
751,680,25.371,73.008,268.331,95.38,53.043,15.89,0.0,LO
751,686,2.7220001,8.937,16.144,8.489,5.254,4.257,0.0,LO
751,709,1.0649999,30.785,62.024,51.078,26.448,4.699,0.0,LO
751,717,18.468,27.27,24.862,25.785,10.674,0.78900003,0.0,LO
751,719,2.0149999,4.539,5.0950003,4.4110003,2.1629999,0.413,0.0,LO
751,755,0.0,0.0,0.0,0.289,0.671,0.0,0.0,LO
751,763,0.0,0.114,0.097,0.018,0.018,0.004,0.0,LO
751,766,17.588,36.764,23.307001,19.809,8.321,0.771,0.0,LO
751,1022,0.0,0.286,0.616,0.175,0.071,0.028,0.0,LO
751,1023,0.0,0.191,0.67800003,0.029000001,0.062000003,0.022,0.0,LO
751,1395,102.509,25.139,6.175,7.355,3.816,0.735,0.0,LO
751,1398,2.536,7.631,11.858,22.828,7.985,1.882,0.0,LO
751,1402,5.324,28.814001,85.88,1.487,17.158,3.85,0.0,LO
751,1404,0.263,4.134,8.841,4.186,2.537,0.807,0.0,LO
751,1409,1.2440001,5.255,1.498,1.327,0.214,0.309,0.0,LO
751,1413,1.64,14.129,8.252,1.4070001,0.81200004,0.127,0.0,LO
751,1415,89.676,19.802,32.796,13.897,3.871,0.362,0.0,LO
751,1421,0.138,7.837,4.775,4.986,0.854,0.151,0.0,LO
751,1429,2.129,4.264,5.3580003,2.168,1.276,0.085,0.0,LO
751,1434,1.11,20.934,16.285,23.91,11.4140005,2.228,0.0,LO
751,1437,0.02,1.306,3.19,1.335,0.849,0.044,0.0,LO
751,1438,0.0,4.383,5.8120003,1.748,0.125,0.132,0.0,LO
751,1439,2.9299998,5.076,1.369,0.56,0.205,0.0,0.0,LO
751,1440,5.9639997,11.396,4.702,1.502,0.555,0.306,0.0,LO
751,1441,0.661,1.143,0.32,0.927,0.587,0.146,0.0,LO
751,1442,6.234,12.32,18.275,36.644,17.104,3.295,0.0,LO
751,1443,0.0,0.128,0.505,0.088,0.164,0.014,0.0,LO
751,1444,44.621002,76.053,121.577,95.679,26.458,7.39,0.0,LO
751,1445,0.245,3.631,1.446,0.73,0.34,0.0,0.0,LO
751,1448,0.0,8.56,4.195,1.7700001,0.838,0.066,0.0,LO
751,1449,0.13100001,0.67,0.541,0.148,0.070999995,0.015000001,0.0,LO
751,1451,2.141,12.927,12.497,6.902,2.69,0.304,0.0,LO
751,1452,0.249,1.928,12.183,4.419,3.385,0.805,0.0,LO
751,1455,20.324001,46.29,45.308,24.463,14.371,1.8809999,0.0,LO
751,1524,0.19100001,1.1099999,0.38,0.0,0.03,0.011,0.0,LO
751,5301,0.538,0.0,0.0,0.0,2.415,0.0,0.0,LO
751,5372,1.331,0.0,0.0,0.0,0.318,0.0,0.0,LO
751,5421,0.409,0.0,0.0,0.0,0.088,0.0,0.0,LO
751,5423,0.074,0.0,0.0,0.0,0.145,0.0,0.0,LO
751,5424,0.016,0.0,0.0,0.0,0.004,0.0,0.0,LO
751,5595,4.842,5.5,0.911,3.433,1.204,0.0,0.0,LO
751,6977,3.292,3.332,1.328,1.028,0.622,0.191,0.0,LO
751,6978,0.275,1.245,0.655,1.178,0.056,0.0,0.0,LO
751,6979,0.389,1.928,0.729,0.901,0.34899998,0.094000004,0.0,LO
751,7401,0.125,0.15599999,0.313,0.0,0.48299998,0.003,0.0,LO
751,7402,0.007,0.001,0.0,0.0,0.0,0.001,0.0,LO
751,7404,0.048,0.065,0.102,0.0,0.017,0.112,0.0,LO
751,7406,0.053,0.085,0.181,0.0,0.006,0.0,0.0,LO
751,7408,0.001,0.139,0.0,0.0,0.0,0.001,0.0,LO
751,9586,0.0,0.0,0.0,0.0,0.223,0.0,0.0,LO
751,9587,0.019,0.0,0.0,0.11,0.0,0.0,0.0,LO
755,522,0.131,0.0,0.0,0.0,0.0,0.0,0.0,LO
755,596,0.438,2.642,6.728,10.462,3.064,0.084,0.0,LO
755,597,0.0,0.074999996,0.194,0.0,0.114,0.0,0.0,LO
755,603,0.66899997,1.228,3.909,2.5279999,0.787,0.18699999,0.0,LO
755,617,0.0,0.164,0.0,0.0,0.364,0.34399998,0.0,LO
755,618,3.7150002,167.714,299.851,80.173,41.871,12.037,0.0,LO
755,620,0.228,4.85,5.403,11.743,1.712,0.968,0.0,LO
755,659,0.008,2.0310001,3.002,6.236,1.999,0.186,0.0,LO
755,680,0.0,0.019000001,0.0,0.0,0.234,0.647,0.0,LO
755,709,0.0,1.373,4.591,4.787,0.929,0.096,0.0,LO
755,717,0.382,2.565,5.515,13.148,1.997,0.323,0.0,LO
755,719,1.044,2.632,13.045,6.249,5.78,0.811,0.0,LO
755,751,0.006,0.034,1.661,1.44,2.175,0.0,0.0,LO
755,766,10.351,61.596,118.619,139.648,59.402,22.703,0.0,LO
755,788,0.0,0.0,0.0,0.0,0.0,0.004,0.0,LO
755,1022,0.0,0.039,0.266,0.48299998,0.196,0.085,0.0,LO
755,1023,0.0,0.066,0.20199999,0.094000004,0.0,0.0,0.0,LO
755,1024,0.0,0.0,0.13,0.186,0.079,0.0,0.0,LO
755,1082,0.0,0.0,0.028,0.12,0.019,0.011,0.0,LO
755,1083,0.24000001,1.398,9.535,11.013,2.827,0.384,0.0,LO
755,1085,0.0,0.08,0.353,0.124,0.0,0.0,0.0,LO
755,1395,0.042,0.335,1.69,4.171,0.814,0.037,0.0,LO
755,1398,0.0,0.117,1.892,3.498,0.68799996,0.011,0.0,LO
755,1402,0.0,0.0,0.0,0.031,0.0,0.0,0.0,LO
755,1409,0.703,16.678,13.826,18.395,4.63,1.543,0.0,LO
755,1413,2.44,59.636,38.743,21.911,6.116,1.223,0.0,LO
755,1421,2.0,38.11,30.79,61.995,15.121,2.823,0.0,LO
755,1429,0.573,9.934,16.718,18.119,8.18,1.418,0.0,LO
755,1434,0.0,0.535,1.434,3.0019999,1.255,0.634,0.0,LO
755,1437,1.172,17.57,38.413,81.703,18.831,3.277,0.0,LO
755,1438,0.889,37.368,24.654,39.508,10.373,2.944,0.0,LO
755,1439,0.004,1.344,1.371,3.378,0.48700002,0.387,0.0,LO
755,1440,0.695,15.413,9.901,7.8910003,1.448,0.673,0.0,LO
755,1441,0.044,3.286,4.017,6.443,3.488,0.863,0.0,LO
755,1442,0.041,1.195,1.654,3.503,0.675,0.009000001,0.0,LO
755,1443,0.069000006,0.118,0.496,0.917,0.059,0.104,0.0,LO
755,1445,0.869,33.673,22.348,32.826,6.823,2.247,0.0,LO
755,1448,0.114,43.848,74.586,110.038,30.896,3.141,0.0,LO
755,1449,0.91400003,3.8630002,1.035,1.4860001,0.589,0.137,0.0,LO
755,1451,0.02,0.225,1.129,0.0,0.462,0.021,0.0,LO
755,1455,0.006,0.188,1.728,4.096,0.317,0.145,0.0,LO
755,1524,0.021000002,0.704,1.946,1.079,0.14,0.008,0.0,LO
755,5301,5.028,15.2039995,20.558,24.729,7.639,0.561,0.0,LO
755,5345,0.0,0.0,0.126,0.0,0.056,0.0,0.0,LO
755,5372,0.425,1.702,8.733,3.881,2.097,1.146,0.0,LO
755,5404,0.0,0.0,0.057,0.0,0.148,0.007,0.0,LO
755,5421,3.298,17.059,35.011,21.723,7.911,1.198,0.0,LO
755,5423,0.715,4.931,37.54,19.798,13.663,1.479,0.0,LO
755,5424,0.014,1.0370001,15.423,7.032,4.345,0.507,0.0,LO
755,5595,32.301,315.439,436.086,514.645,217.549,51.039,0.0,LO
755,6814,0.0,0.005,0.013,0.0,0.002,0.0,0.0,LO
755,6913,0.0,0.002,0.086,0.0,0.039,0.0,0.0,LO
755,6914,0.002,0.002,0.11,0.0,0.017,0.002,0.0,LO
755,6919,0.0,0.001,0.162,0.0,0.191,0.002,0.0,LO
755,6941,0.0,0.001,0.069,0.0,0.061,0.0,0.0,LO
755,6956,0.0,0.0,0.013,0.0,0.033,0.0,0.0,LO
755,6959,0.0,0.002,0.095000006,0.0,0.122,0.0,0.0,LO
755,6972,0.0,0.0,0.04,0.0,0.048,0.0,0.0,LO
755,6977,1.178,11.653,15.285,14.4470005,8.327,1.321,0.0,LO
755,6978,0.746,7.638,5.153,4.342,3.232,0.722,0.0,LO
755,6979,0.393,5.372,8.174,9.456,6.713,2.02,0.0,LO
755,7401,0.0,0.182,1.244,1.702,0.393,0.010000001,0.0,LO
755,7402,0.0,0.0,0.439,0.219,0.22,0.049999997,0.0,LO
755,7406,0.009,0.27,2.033,0.584,0.145,0.178,0.0,LO
755,7408,0.002,0.099,0.053,0.564,0.149,0.004,0.0,LO
755,9586,6.733,214.073,191.948,166.426,130.376,37.048,0.0,LO
755,9587,6.016,290.835,358.865,303.031,82.853,19.081,0.0,LO
763,596,0.0,0.0,0.154,0.207,0.026,0.011,0.0,LO
763,597,0.0,0.0,0.044999998,0.0,0.026,0.0,0.0,LO
763,603,42.298,222.068,233.42,371.325,136.161,35.782,0.0,LO
763,617,0.0,0.0,0.006,0.011,0.0,0.0,0.0,LO
763,618,0.002,0.057,0.24700001,0.088,0.057,0.0,0.0,LO
763,659,0.0,0.0,0.206,0.0,0.044999998,0.001,0.0,LO
763,717,0.0,0.0,0.145,0.0,0.062,0.009,0.0,LO
763,751,0.0,0.011,0.21,0.0,0.060000002,0.025,0.0,LO
763,766,1.572,0.908,3.254,2.1200001,1.267,0.149,0.0,LO
763,788,32.132,195.326,399.381,467.687,245.078,72.167,0.0,LO
763,1022,7.526,233.181,230.005,290.075,192.534,70.72,0.0,LO
763,1023,23.026,465.064,286.982,293.105,161.055,51.61,0.0,LO
763,1024,39.74,593.937,582.78,425.891,210.894,46.346,0.0,LO
763,1039,2.974,41.161,83.095,241.398,134.212,44.296,0.0,LO
763,1082,24.637,276.185,289.701,309.637,112.849,38.642,0.0,LO
763,1083,47.004,443.149,501.461,829.9,504.025,222.331,0.0,LO
763,1085,19.03,171.268,165.908,187.52,130.082,49.371,0.0,LO
763,1404,0.0,0.603,1.798,0.59000003,0.875,0.0,0.0,LO
763,1409,0.686,4.812,7.177,9.326,2.879,1.1110001,0.0,LO
763,1413,7.434,23.103,10.835,4.939,2.526,0.84999996,0.0,LO
763,1421,1.9640001,5.93,4.586,7.209,1.312,0.0,0.0,LO
763,1429,0.0,0.039,0.141,1.345,0.060000002,0.098000005,0.0,LO
763,1437,0.774,2.914,2.974,3.428,0.819,0.398,0.0,LO
763,1438,0.348,1.711,1.903,1.563,1.042,0.223,0.0,LO
763,1439,9.291,27.671999,12.066,6.119,2.264,0.809,0.0,LO
763,1440,17.89,50.48,25.058,17.49,3.805,1.297,0.0,LO
763,1441,2.609,48.62,55.825,116.863,63.79,21.062,0.0,LO
763,1443,12.317,166.947,322.454,462.716,269.987,79.244,0.0,LO
763,1445,4.002,4.424,4.17,5.135,0.838,0.0,0.0,LO
763,1448,0.256,2.6360002,3.352,4.929,2.729,0.53,0.0,LO
763,1449,0.611,1.903,1.299,1.127,0.493,0.146,0.0,LO
763,1452,0.085,0.19,2.579,0.304,0.001,0.0,0.0,LO
763,5150,12.162,153.685,208.247,231.776,77.803,21.992,0.0,LO
763,5301,7.899,64.322,26.142,57.234,19.522,2.997,0.0,LO
763,5345,15.172,143.459,228.925,201.905,149.037,65.23,0.0,LO
763,5356,8.525,64.161,62.7,165.798,83.915,24.992,0.0,LO
763,5362,7.006,54.189,89.907,178.659,141.879,48.376,0.0,LO
763,5372,16.657,60.189,18.27,32.754,20.483,1.72,0.0,LO
763,5376,6.876,33.355,29.431,62.64,29.782,12.653,0.0,LO
763,5378,8.336,10.479,17.52,31.277,14.967,5.92,0.0,LO
763,5397,6.5629997,23.885,30.517,58.256,33.468,7.11,0.0,LO
763,5404,5.238,56.9,86.885,177.67,150.126,45.348,0.0,LO
763,5411,42.440998,259.527,183.058,179.467,95.076996,27.964,0.0,LO
763,5418,5.72,41.569,54.171,129.789,103.304,33.886,0.0,LO
763,5420,0.0,0.0,0.0,0.0,0.0,0.433,0.0,LO
763,5421,13.839,269.642,95.608,68.003,38.099,11.67,0.0,LO
763,5423,11.207,147.074,117.738,113.289,67.472,28.708,0.0,LO
763,5424,11.62,80.935,53.831,76.064,49.449,14.865,0.0,LO
763,5437,8.051,52.175,77.632,171.251,115.362,41.563,0.0,LO
763,5595,12.0,36.298,49.081,68.038,25.529,9.342,0.0,LO
763,6973,0.0,0.0,0.037,0.0,0.0,0.0,0.0,LO
763,6977,0.0,0.416,0.79,0.686,0.425,0.001,0.0,LO
763,6978,0.084,0.576,0.894,1.4,1.072,0.223,0.0,LO
763,6979,0.125,2.195,3.813,2.3470001,1.485,0.192,0.0,LO
763,9586,0.071,0.543,0.197,0.0,0.187,0.0,0.0,LO
763,9587,0.0,0.0,0.021,0.037,0.0,0.0,0.0,LO
766,514,0.393,1.258,2.578,5.05,3.202,0.486,0.0,LO
766,522,0.536,0.792,0.678,1.289,0.595,0.176,0.0,LO
766,591,11.32,301.075,63.566,92.326,22.536,5.562,0.0,LO
766,596,0.258,1.4350001,2.524,1.57,0.589,0.268,0.0,LO
766,597,6.892,21.156,17.144,24.09,13.246,2.169,0.0,LO
766,603,24.735,87.835,82.206,72.768,30.874,6.87,0.0,LO
766,617,0.046,3.339,2.974,3.057,1.004,0.437,0.0,LO
766,618,14.051,145.106,72.531,21.314,13.597,4.362,0.0,LO
766,620,8.123,19.888,15.478,22.608,9.864,1.783,0.0,LO
766,621,1.728,38.219,32.421,40.581,10.597,1.945,0.0,LO
766,659,1.586,6.705,7.226,7.775,3.337,1.056,0.0,LO
766,680,18.359,76.623,177.725,66.407,33.958,7.608,0.0,LO
766,686,24.823,409.067,151.702,189.614,56.58,13.925,0.0,LO
766,709,0.155,3.995,6.469,13.418,4.709,0.887,0.0,LO
766,717,1.465,3.082,5.001,5.281,2.8930001,0.405,0.0,LO
766,719,14.539,46.727,63.758,102.188,33.425,5.9,0.0,LO
766,751,12.162,18.916,41.433,45.139,17.93,2.115,0.0,LO
766,755,55.155,242.877,160.79,83.427,36.921,14.243,0.0,LO
766,763,1.006,4.264,1.85,2.009,0.717,0.705,0.0,LO
766,788,0.011,0.0,0.0,0.0,0.0,0.0,0.0,LO
766,1022,0.508,5.0,2.7680001,2.549,0.748,0.039,0.0,LO
766,1023,0.75200003,8.555,3.382,3.057,1.14,0.065,0.0,LO
766,1024,0.55,5.696,4.694,3.7680001,0.658,0.0,0.0,LO
766,1082,0.20099999,0.722,0.405,0.464,0.24700001,0.09,0.0,LO
766,1083,0.045,0.117,0.162,0.254,0.098,0.0,0.0,LO
766,1085,0.274,0.47100002,0.489,0.58,0.077,0.0,0.0,LO
766,1395,54.55,7.137,0.925,5.249,2.272,0.725,0.0,LO
766,1398,0.83,2.948,2.929,9.948,1.305,0.192,0.0,LO
766,1402,8.276,35.78,28.262001,20.91,7.581,2.364,0.0,LO
766,1404,0.955,121.566,58.93,113.036,52.184002,20.128,0.0,LO
766,1409,5.817,47.414,23.219,26.641,8.301,2.389,0.0,LO
766,1413,5.504,145.669,68.323,26.752,13.458,1.427,0.0,LO
766,1415,31.289,8.978,11.579,8.787,1.607,0.91999996,0.0,LO
766,1421,10.926,123.417,45.906,76.951,13.78,1.811,0.0,LO
766,1429,5.818,38.241,50.857998,38.88,18.906,3.849,0.0,LO
766,1434,0.128,6.994,4.76,8.466,3.317,0.661,0.0,LO
766,1437,2.289,22.532,39.427,48.175,14.243,2.538,0.0,LO
766,1438,0.766,58.487,28.845,18.336,5.463,2.269,0.0,LO
766,1439,8.024,52.403,15.569,21.491,5.651,1.337,0.0,LO
766,1440,12.661,106.279,51.395,47.387,12.532,3.685,0.0,LO
766,1441,2.77,12.64,5.52,14.467,3.685,1.809,0.0,LO
766,1442,4.593,2.481,5.892,8.932,4.815,1.0929999,0.0,LO
766,1443,0.172,0.841,1.548,2.933,0.579,0.055,0.0,LO
766,1444,34.397,144.791,96.324,61.941,17.006,3.021,0.0,LO
766,1445,2.697,58.988,28.993,38.527,7.849,1.37,0.0,LO
766,1448,0.018,62.547,36.42,54.895,19.491,5.785,0.0,LO
766,1449,3.918,33.322,16.163,11.817,3.201,1.043,0.0,LO
766,1451,6.737,21.86,14.208,5.209,1.371,0.053,0.0,LO
766,1452,3.542,156.365,69.119,74.745,39.748,7.959,0.0,LO
766,1455,4.248,16.102,12.508,12.684,4.365,0.856,0.0,LO
766,1524,2.269,17.105,12.38,12.3220005,6.678,1.467,0.0,LO
766,5150,0.066,0.155,0.417,0.134,0.135,0.046,0.0,LO
766,5301,11.389,24.447,19.021,10.099,12.237,0.274,0.0,LO
766,5345,0.393,0.544,1.084,1.117,0.399,0.542,0.0,LO
766,5356,0.101,0.052,0.0,0.0,0.0,0.002,0.0,LO
766,5362,0.191,0.775,0.157,0.9,0.192,0.105,0.0,LO
766,5372,4.729,5.8719997,7.547,5.535,1.987,0.052,0.0,LO
766,5376,0.0,0.368,0.0,0.0,0.089999996,0.003,0.0,LO
766,5404,0.077,0.479,0.199,0.643,0.109,0.0,0.0,LO
766,5411,0.0,0.0,0.054,0.0,0.0,0.0,0.0,LO
766,5418,0.16499999,0.49,0.057000004,0.518,0.117,0.093,0.0,LO
766,5421,2.133,6.06,16.405,5.2139997,3.312,0.419,0.0,LO
766,5423,0.562,3.329,12.036,6.611,6.035,0.812,0.0,LO
766,5424,1.888,4.506,1.707,2.728,1.298,0.247,0.0,LO
766,5437,0.087,0.003,0.14,0.38300002,0.342,0.002,0.0,LO
766,5595,129.06,377.707,243.742,202.582,97.241,34.238,0.0,LO
766,6913,0.0,0.098,0.452,0.093,0.069,0.006,0.0,LO
766,6919,0.143,0.064,0.241,0.311,0.023,0.0,0.0,LO
766,6926,1.074,0.16800001,0.37100002,0.576,0.098,0.0,0.0,LO
766,6941,0.1,0.716,0.47100002,0.25,0.599,0.20099999,0.0,LO
766,6947,0.745,0.742,0.101,0.0,0.16600001,0.006,0.0,LO
766,6954,0.153,0.143,0.475,0.458,0.120000005,0.177,0.0,LO
766,6956,0.012,0.42700002,0.587,0.108,0.288,0.063,0.0,LO
766,6959,0.126,0.275,0.20400001,0.033,0.096,0.007,0.0,LO
766,6972,0.072,0.211,0.869,0.219,0.575,0.113,0.0,LO
766,6977,7.164,41.917,29.406,31.554,15.859,2.884,0.0,LO
766,6978,5.242,18.127,10.621,7.64,5.391,1.254,0.0,LO
766,6979,2.34,18.659,12.149,16.406,13.619,2.126,0.0,LO
766,7401,1.945,9.207,9.608,27.568,7.804,0.91999996,0.0,LO
766,7402,0.117,1.269,4.8120003,10.899,3.307,0.192,0.0,LO
766,7403,0.674,1.824,2.697,4.134,1.602,0.236,0.0,LO
766,7404,0.424,7.471,5.142,9.056,2.658,1.701,0.0,LO
766,7406,0.873,10.466,7.932,10.675,3.526,0.364,0.0,LO
766,7407,0.167,5.456,5.144,6.172,4.401,1.497,0.0,LO
766,7408,0.35300002,1.995,1.52,3.115,1.918,0.68,0.0,LO
766,7467,0.025,0.88,0.815,1.693,1.081,0.317,0.0,LO
766,9586,5.261,95.478,47.295,25.982,17.538,4.521,0.0,LO
766,9587,22.121,271.434,217.824,151.56,49.786,10.87,0.0,LO
788,603,11.417,47.411,35.613,92.153,27.735,21.163,0.0,LO
788,618,0.258,0.386,0.297,0.064,0.104,0.084,0.0,LO
788,755,0.062,0.0,0.0,0.0,0.0,0.0,0.0,LO
788,763,56.96,541.75,456.534,333.536,165.715,101.496,0.0,LO
788,766,0.018,0.0,0.0,0.0,0.0,0.0,0.0,LO
788,1022,4.065,108.685,112.449,174.297,128.791,62.978,0.0,LO
788,1023,10.18,203.689,145.288,165.43001,98.231,49.871,0.0,LO
788,1024,35.629,934.887,638.115,465.518,251.6,80.935,0.0,LO
788,1039,2.637,37.246,140.421,224.251,174.799,81.345,0.0,LO
788,1082,11.887,191.141,139.204,183.792,109.303,64.608,0.0,LO
788,1083,37.105,422.886,832.129,1201.924,765.882,397.809,0.0,LO
788,1085,26.569,296.08,353.55,396.514,325.619,151.302,0.0,LO
788,1404,0.0,0.0,0.168,0.202,0.035,0.018,0.0,LO
788,1409,0.128,2.5080001,0.995,1.516,0.931,0.524,0.0,LO
788,1413,0.062,1.68,2.16,1.367,1.021,0.055,0.0,LO
788,1429,0.628,0.84400004,1.851,0.814,0.848,0.198,0.0,LO
788,1438,0.0,0.0,0.141,0.15100001,0.0,0.0,0.0,LO
788,1439,0.036,3.546,2.704,5.459,2.9850001,0.164,0.0,LO
788,1440,0.745,6.348,2.636,2.0970001,1.33,0.296,0.0,LO
788,1441,1.926,19.421,24.082,72.654,49.419,37.216,0.0,LO
788,1443,3.5640001,98.169,189.726,350.403,225.081,142.086,0.0,LO
788,1448,0.0,0.036,0.488,0.229,0.047000002,0.0,0.0,LO
788,1449,0.0,0.555,0.162,0.143,0.058000002,0.069,0.0,LO
788,5150,21.268,419.834,588.767,674.198,296.103,103.852,0.0,LO
788,5301,9.749,93.009,72.226,150.56,62.283,12.918,0.0,LO
788,5345,25.477,422.919,812.459,877.557,602.239,318.948,0.0,LO
788,5356,8.024,166.224,279.326,684.709,533.689,206.37,0.0,LO
788,5362,11.027,193.795,473.555,964.05,715.567,288.26,0.0,LO
788,5372,18.74,62.956,53.859,74.705,45.63,14.785,0.0,LO
788,5376,9.841,83.25,132.716,267.856,147.34,74.042,0.0,LO
788,5378,5.919,33.025,68.919,105.349,71.646,39.478,0.0,LO
788,5397,7.971,43.393,106.632,225.444,140.263,38.983,0.0,LO
788,5404,8.028,165.641,440.844,838.659,726.473,259.447,0.0,LO
788,5411,55.217,459.977,306.638,361.32098,170.944,55.046,0.0,LO
788,5418,8.106,128.407,296.11,700.986,478.144,207.014,0.0,LO
788,5420,0.0,0.0,0.0,0.0,0.0,3.8379998,0.0,LO
788,5421,14.952,535.238,380.021,210.953,139.064,58.922,0.0,LO
788,5423,14.707,281.518,495.663,523.188,407.458,166.51399,0.0,LO
788,5424,14.603,257.98,285.873,477.694,289.016,111.888,0.0,LO
788,5437,10.705,171.438,356.765,774.514,555.186,259.056,0.0,LO
788,5595,18.627,56.157,32.684002,27.498,14.048,28.439001,0.0,LO
788,6977,0.325,0.852,1.0139999,0.81700003,0.52099997,0.18200001,0.0,LO
788,6978,0.078999996,0.029,0.0,0.0,0.017,0.17,0.0,LO
788,6979,0.065,2.075,1.789,0.854,1.1800001,1.23,0.0,LO
788,9586,0.84,6.4309998,0.643,0.561,0.278,0.219,0.0,LO
788,9587,0.015000001,0.216,0.25,0.094000004,0.134,0.0,0.0,LO
1022,591,0.199,1.846,0.898,1.928,0.071,0.049000002,0.0,LO
1022,596,0.134,0.158,0.118,0.03,0.18200001,0.006,0.0,LO
