mode_mnlc_o,mode_mnlc_d,2,3,4,5,6,7,8,mode
522,7404,0.117,9.79,10.919,15.648,4.075,0.95600003,0.0,LO
522,7406,1.194,40.54,21.434,18.727,8.358,2.081,0.0,LO
522,7407,11.432,46.559002,24.695,45.596,18.457,7.668,0.0,LO
522,7408,2.688,86.629,74.038,203.829,63.322998,16.722,0.0,LO
522,7467,2.701,48.459,52.458,133.529,48.457,14.065,0.0,LO
522,9586,0.166,0.613,0.0,0.027,0.0,0.0,0.0,LO
522,9587,0.318,0.847,0.0,0.389,0.15799999,0.0,0.0,LO
591,514,0.007,0.28800002,0.278,0.0,0.053,0.116000004,0.0,LO
591,522,0.12900001,0.321,0.195,0.804,0.051,0.086,0.0,LO
591,596,2.339,1.48,1.293,3.364,0.38,0.618,0.0,LO
591,597,1.39,5.117,5.5360003,26.771,5.859,0.21,0.0,LO
591,603,5.775,27.708,18.542,90.274,12.036,2.013,0.0,LO
591,617,0.0,0.049,0.42900002,0.405,0.049,0.014,0.0,LO
591,620,0.705,1.7939999,2.303,16.128,2.65,0.377,0.0,LO
591,621,0.138,4.956,14.343,17.629,8.66,1.512,0.0,LO
591,659,0.416,2.05,1.402,7.9830003,1.341,0.071,0.0,LO
591,680,0.016,0.384,1.172,11.968,0.162,0.038,0.0,LO
591,686,2.544,80.404,80.097,416.308,100.72,9.326,0.0,LO
591,709,0.017,1.3759999,4.545,17.365,0.795,0.25800002,0.0,LO
591,717,0.777,1.308,2.412,8.409,2.325,0.582,0.0,LO
591,719,5.304,20.175,17.201,143.252,9.248,0.791,0.0,LO
591,751,3.691,1.392,7.983,27.668,5.735,0.79999995,0.0,LO
591,763,0.008,0.0,0.062,0.0,0.0,0.0,0.0,LO
591,766,17.161,82.762,66.686,194.33,47.348,11.489,0.0,LO
591,1022,0.49199998,0.878,0.626,2.212,0.828,0.0,0.0,LO
591,1023,0.092,1.089,0.50699997,2.2,0.401,0.018000001,0.0,LO
591,1024,0.167,1.36,0.233,1.95,0.181,0.0,0.0,LO
591,1082,0.041,0.0,0.013,0.031,0.0,0.0,0.0,LO
591,1083,0.062,0.904,0.151,0.389,0.0,0.045,0.0,LO
591,1395,15.280999,0.559,0.517,3.415,0.398,0.074,0.0,LO
591,1398,0.011,0.619,1.073,7.3849998,0.56,0.0050000004,0.0,LO
591,1402,6.074,6.204,7.519,25.729,2.892,0.356,0.0,LO
591,1404,0.496,15.355,36.447998,94.254,38.462,6.348,0.0,LO
591,1409,3.2740002,22.469,9.02,28.699,5.93,1.663,0.0,LO
591,1413,6.137,56.072998,20.366,29.155,8.778,0.96000004,0.0,LO
591,1415,1.165,2.667,0.556,1.561,0.242,0.0,0.0,LO
591,1421,5.506,50.505,22.226,73.995,16.043,1.653,0.0,LO
591,1429,2.87,9.855,13.573,48.574,14.073,2.02,0.0,LO
591,1434,0.004,0.22299999,4.274,7.789,1.281,0.015000001,0.0,LO
591,1437,27.984,49.316,42.84,230.63,40.056,6.866,0.0,LO
591,1438,2.111,25.748001,18.126,47.838,11.0,1.3840001,0.0,LO
591,1439,1.883,12.734,3.42,14.59,3.231,0.709,0.0,LO
591,1440,19.157,43.945,15.321,48.477,6.348,1.503,0.0,LO
591,1441,0.03,1.661,4.656,20.146,3.752,0.582,0.0,LO
591,1442,0.037,1.399,1.972,6.252,1.146,0.176,0.0,LO
591,1443,0.246,0.19,0.36200002,1.853,0.456,0.02,0.0,LO
591,1444,0.528,2.6200001,2.086,5.821,0.191,0.119,0.0,LO
591,1445,9.881,51.914,26.060999,76.836,10.089,2.5939999,0.0,LO
591,1448,0.36400002,37.361,41.033,118.762,20.925,3.8769999,0.0,LO
591,1449,3.5119998,19.077,5.092,18.195,2.79,0.55,0.0,LO
591,1451,1.385,2.859,1.373,3.0839999,0.031000001,0.051999997,0.0,LO
591,1452,0.88,14.868,23.415,23.188,17.581,2.762,0.0,LO
591,1455,0.637,1.475,3.18,10.12,1.646,0.011000001,0.0,LO
591,1524,0.905,3.2519999,2.796,19.143,3.918,0.22800002,0.0,LO
591,5345,0.004,0.053999998,0.046,0.111,0.034,0.0,0.0,LO
591,5356,0.0,0.0,0.0,0.0,0.0,0.015,0.0,LO
591,5362,0.031999998,0.0,0.056,0.05,0.023,0.001,0.0,LO
591,5404,0.003,0.040999997,0.049,0.105,0.047,0.048,0.0,LO
591,5418,0.0,0.0,0.026999999,0.062,0.15200001,0.01,0.0,LO
591,5424,0.0,0.0,0.0,0.0,0.0,0.002,0.0,LO
591,5437,0.0,0.0,0.051,0.0,0.030000001,0.011,0.0,LO
591,6814,0.0,0.0,0.0,0.022,0.0,0.0,0.0,LO
591,6913,0.049000002,0.071,0.231,0.0,0.028,0.003,0.0,LO
591,6914,0.036000002,0.126,0.126,0.0,0.0,0.0,0.0,LO
591,6919,0.004,0.033,0.163,1.341,0.206,0.004,0.0,LO
591,6926,0.319,0.723,0.183,0.503,0.027,0.001,0.0,LO
591,6941,0.0,0.002,0.106,0.0,0.242,0.009000001,0.0,LO
591,6954,0.0,0.0,0.184,0.881,0.049,0.257,0.0,LO
591,6959,0.013,0.002,0.32999998,0.0,1.6700001,0.223,0.0,LO
591,6972,0.002,0.002,0.333,0.0,0.942,0.026,0.0,LO
591,6977,3.704,11.022,11.079,38.122,14.786,3.308,0.0,LO
591,6978,3.559,9.2039995,5.077,8.978,1.707,0.579,0.0,LO
591,6979,1.386,6.993,6.469,20.765,11.819,1.827,0.0,LO
591,7401,0.107999995,2.017,0.85,10.963,2.825,0.518,0.0,LO
591,7402,0.065,0.107,1.101,6.277,1.1800001,0.081,0.0,LO
591,7403,0.005,0.319,1.215,4.433,0.493,0.031,0.0,LO
591,7404,0.097,0.459,0.483,5.757,1.276,0.019000001,0.0,LO
591,7406,0.132,1.621,2.266,14.724,2.474,0.25599998,0.0,LO
591,7407,0.02,1.91,6.688,9.808,2.125,0.538,0.0,LO
591,7408,0.005,0.389,1.074,2.2680001,0.95,0.097,0.0,LO
591,7467,0.001,0.019000001,0.666,2.116,0.227,0.018,0.0,LO
596,514,0.0,0.072,0.0,0.0,0.0,0.02,0.0,LO
596,522,0.038,0.061000004,0.0,0.0,0.0,0.0,0.0,LO
596,591,0.0,2.97,1.416,2.191,0.396,0.102,0.0,LO
596,597,8.477,27.197,29.557,33.64,12.76,3.391,0.0,LO
596,603,0.872,2.541,2.05,1.62,0.414,0.105,0.0,LO
596,617,0.012,3.935,4.199,3.429,1.177,0.66400003,0.0,LO
596,618,1.094,4.405,0.429,1.498,0.317,0.0,0.0,LO
596,620,8.595,37.745,29.873,45.936,12.897,2.509,0.0,LO
596,621,0.0,0.6,1.175,0.20099999,0.27,0.018000001,0.0,LO
596,659,1.771,12.337,12.06,14.452,6.0950003,1.661,0.0,LO
596,680,9.075,39.973,118.293,59.411,24.748,7.428,0.0,LO
596,686,0.0,6.532,6.998,8.094,3.242,0.297,0.0,LO
596,709,0.37800002,4.842,11.908,14.303,5.432,2.68,0.0,LO
596,717,0.32,2.957,5.5099998,5.496,1.799,1.226,0.0,LO
596,719,0.377,2.018,2.915,3.297,1.018,0.261,0.0,LO
596,751,7.7000003,39.427,72.084,87.666,23.175,6.379,0.0,LO
596,755,2.205,11.2109995,0.74,4.912,0.451,0.0,0.0,LO
596,763,0.0,0.126,0.077999994,0.035,0.009,0.0,0.0,LO
596,766,0.305,1.536,2.3600001,1.419,0.371,0.35300002,0.0,LO
596,1022,0.0,0.169,0.152,0.251,0.022,0.0,0.0,LO
596,1023,0.0,0.063,0.15,0.281,0.0,0.021000002,0.0,LO
596,1083,0.0,0.0,0.0,0.018,0.0,0.0,0.0,LO
596,1395,12.736,24.563,1.7919999,2.504,1.415,0.222,0.0,LO
596,1398,0.68299997,2.025,4.951,6.226,1.5220001,0.113,0.0,LO
596,1402,4.336,39.785,24.223,23.633,8.149,1.115,0.0,LO
596,1404,0.0,1.004,0.505,1.641,0.518,0.0,0.0,LO
596,1409,0.191,1.803,0.907,1.544,0.314,0.194,0.0,LO
596,1413,0.474,6.107,2.854,1.523,0.169,0.037,0.0,LO
596,1415,27.547,13.368,10.288,11.318,2.256,0.36200002,0.0,LO
596,1421,0.226,4.525,3.004,5.52,1.594,0.006,0.0,LO
596,1429,0.176,2.088,2.4259999,1.791,0.526,0.047,0.0,LO
596,1434,4.774,17.352,12.061,15.816,4.224,3.767,0.0,LO
596,1437,0.009000001,0.825,1.149,1.854,0.519,0.049,0.0,LO
596,1438,0.0,1.6309999,1.973,0.8,0.379,0.0,0.0,LO
596,1439,0.085,4.877,0.635,0.718,0.19500001,0.0,0.0,LO
596,1440,0.248,3.327,2.462,2.518,0.664,0.107,0.0,LO
596,1441,0.079,0.403,0.615,0.524,0.082,0.0,0.0,LO
596,1442,2.5670002,11.232,4.349,12.154,2.821,0.282,0.0,LO
596,1443,0.013,0.058,0.175,0.07700001,0.036,0.0,0.0,LO
596,1444,19.153,83.86,72.356,71.672,18.32,4.739,0.0,LO
596,1445,0.031,1.048,0.78900003,1.09,0.185,0.0,0.0,LO
596,1448,0.0,2.332,1.0929999,1.162,0.143,0.211,0.0,LO
596,1449,0.05,0.186,0.131,0.18,0.048,0.011,0.0,LO
596,1451,2.3009999,22.419,7.737,7.459,1.062,0.093,0.0,LO
596,1452,0.0,2.4720001,2.8470001,2.464,0.612,0.168,0.0,LO
596,1455,7.339,11.856,10.982,12.023,6.694,0.507,0.0,LO
596,1524,0.002,0.403,0.066,0.0,0.0,0.004,0.0,LO
596,5345,0.0,0.032,0.0,0.0,0.0,0.0,0.0,LO
596,5372,0.001,0.055,0.037,2.473,0.107,0.0,0.0,LO
596,5421,0.021,0.04,0.0,0.114,0.0,0.0,0.0,LO
596,5423,0.002,0.124,0.0,0.157,0.0,0.0,0.0,LO
596,5424,0.005,0.267,0.0,0.258,0.0,0.0,0.0,LO
596,5437,0.0,0.023,0.0,0.0,0.0,0.0,0.0,LO
596,5595,2.125,11.609,0.916,12.501,2.029,0.0,0.0,LO
596,6977,0.334,2.017,1.545,1.237,0.727,0.038,0.0,LO
596,6978,0.164,0.507,1.095,0.154,0.144,0.045,0.0,LO
596,6979,0.033,0.798,0.858,0.67300004,0.89,0.06,0.0,LO
596,7401,0.013,0.503,0.136,0.0,0.171,0.003,0.0,LO
596,7402,0.0,0.049,0.0,0.0,0.0,0.002,0.0,LO
596,7403,0.0,0.026,0.0,0.0,0.0,0.002,0.0,LO
596,7404,0.004,0.603,0.11,0.0,0.009,0.001,0.0,LO
596,7406,0.005,0.095,0.056,0.0,0.0,0.464,0.0,LO
596,7407,0.0,0.237,0.0,0.0,0.0,0.006,0.0,LO
596,9586,0.214,3.189,0.372,1.165,0.060000002,0.0,0.0,LO
596,9587,0.672,11.358999,1.479,11.854,0.569,0.0,0.0,LO
597,514,0.045,0.009,0.0,0.0,0.0,0.0,0.0,LO
597,522,0.0,0.033,0.0,0.0,0.0,0.0,0.0,LO
597,591,1.112,8.894,4.872,2.615,1.413,0.556,0.0,LO
597,596,25.980001,41.67,29.469,18.367,8.784,2.602,0.0,LO
597,603,0.075,0.298,1.045,1.318,0.668,0.067999996,0.0,LO
597,617,2.911,11.457,8.718,5.703,1.617,0.696,0.0,LO
597,618,0.0,1.163,0.0,0.0,0.0,0.0,0.0,LO
597,620,9.404,22.324,22.493,28.218,8.79,4.187,0.0,LO
597,621,0.157,1.615,2.667,1.25,0.181,0.084,0.0,LO
597,659,3.53,14.335,12.328,21.774,5.27,2.525,0.0,LO
597,680,7.272,33.438,97.782,48.7,17.17,3.694,0.0,LO
597,686,1.003,5.705,9.701,8.282,2.119,0.314,0.0,LO
597,709,1.256,8.5,14.8550005,33.108,9.5199995,2.593,0.0,LO
597,717,33.676,22.0,18.734,15.188,8.679,5.409,0.0,LO
597,719,1.465,2.028,1.945,2.213,0.418,0.315,0.0,LO
597,751,3.864,28.729,48.143,47.815,12.013,8.391,0.0,LO
597,755,0.0,0.646,0.0,0.0,0.0,0.0,0.0,LO
597,763,0.0,0.0,0.026999999,0.0,0.0,0.0,0.0,LO
597,766,7.217,34.986,16.613,11.748,3.762,1.521,0.0,LO
597,1023,0.0,0.0,0.051,0.0,0.0,0.0,0.0,LO
597,1024,0.0,0.0,0.015999999,0.0,0.002,0.0,0.0,LO
597,1395,75.378,38.113,8.375,19.996,7.381,0.061,0.0,LO
597,1398,1.155,6.12,17.513,94.787,12.54,1.479,0.0,LO
597,1402,9.8949995,87.678,47.9,21.774,11.139,2.043,0.0,LO
597,1404,0.065,1.839,4.846,3.019,2.888,0.861,0.0,LO
597,1409,0.24599999,1.776,1.431,0.431,0.168,0.07,0.0,LO
597,1413,0.156,3.294,3.568,0.723,0.418,0.0,0.0,LO
597,1415,89.744995,48.435,8.055,3.527,1.827,0.155,0.0,LO
597,1421,0.985,2.162,1.132,1.62,0.21100001,0.002,0.0,LO
597,1429,0.805,0.662,3.061,0.945,0.125,0.0,0.0,LO
597,1434,0.61800003,56.456,21.367,106.967,11.899,1.867,0.0,LO
597,1437,0.0,0.268,1.172,0.206,0.103,0.11,0.0,LO
597,1438,0.5,1.609,0.642,0.306,0.196,0.147,0.0,LO
597,1439,0.78900003,0.60400003,0.382,0.578,0.0,0.0,0.0,LO
597,1440,0.71,1.452,1.926,0.583,0.072,0.0,0.0,LO
597,1441,0.3,0.249,0.104,0.0,0.071,0.0,0.0,LO
597,1442,12.487,46.744,46.402,113.774,23.819,6.846,0.0,LO
597,1443,0.0,0.0,0.219,0.0,0.007,0.005,0.0,LO
597,1444,7.318,0.047000002,29.538,37.002,7.927,0.69200003,0.0,LO
597,1445,0.081,0.317,0.621,0.224,0.073,0.002,0.0,LO
597,1448,0.0,1.54,1.035,0.401,0.235,0.053,0.0,LO
597,1449,0.016,0.235,0.157,0.077,0.039,0.021,0.0,LO
597,1451,0.359,2.784,1.341,3.36,0.744,0.076,0.0,LO
597,1452,0.446,7.901,3.4490001,1.3180001,0.26,0.009000001,0.0,LO
597,1455,18.329,91.342,72.971,56.054,18.824,1.784,0.0,LO
597,1524,0.0,0.1,0.19,0.0,0.352,0.003,0.0,LO
597,5595,0.761,3.434,0.328,2.056,0.392,0.0,0.0,LO
597,6977,0.171,1.6589999,1.673,1.242,0.358,0.002,0.0,LO
597,6978,2.585,0.806,0.39200002,0.287,0.108,0.0,0.0,LO
597,6979,0.16600001,0.823,0.584,1.001,0.384,0.0,0.0,LO
597,7401,0.0,0.12,0.146,0.0,0.0,0.0,0.0,LO
597,7403,0.004,0.003,0.0,0.0,0.0,0.0,0.0,LO
597,7404,0.049,0.006,0.027,0.0,0.0,0.0,0.0,LO
597,7406,0.048,0.046,0.164,0.0,0.042999998,0.0,0.0,LO
597,9586,0.0,0.26700002,0.0,0.0,0.0,0.0,0.0,LO
597,9587,0.0,2.053,0.0,0.069000006,0.006,0.0,0.0,LO
603,591,5.885,69.71,17.102,31.91,6.955,3.866,0.0,LO
603,596,1.3840001,0.672,0.808,0.991,0.35,0.05,0.0,LO
603,597,0.053999998,0.08499999,0.37,0.0,0.231,0.24100001,0.0,LO
603,617,0.0,0.023,0.085,0.099,0.022,0.0,0.0,LO
603,618,6.468,51.669,46.19,16.29,4.827,0.949,0.0,LO
603,620,0.055,0.046,0.433,0.318,0.159,0.0,0.0,LO
603,621,0.828,7.021,12.9800005,23.267,4.429,1.772,0.0,LO
603,659,0.0,0.158,0.885,0.717,0.26,0.046,0.0,LO
603,686,4.195,44.154,26.751,41.487,16.976,9.852,0.0,LO
603,709,0.051,0.133,0.199,0.896,0.22399999,0.024,0.0,LO
603,717,0.63199997,0.679,0.791,0.619,0.117,0.044,0.0,LO
603,719,150.152,949.233,1136.091,1335.682,599.733,240.747,0.0,LO
603,751,0.326,0.957,2.589,3.43,1.051,0.124,0.0,LO
603,755,0.48,1.325,1.811,1.2969999,0.779,0.39000002,0.0,LO
603,763,46.862,429.107,328.06,357.242,138.409,70.701,0.0,LO
603,766,27.468,58.337,53.708,85.38,35.797,10.59,0.0,LO
603,788,18.749,160.898,65.395,82.976,38.164,17.031,0.0,LO
603,1022,8.519,375.531,465.126,619.364,464.818,193.573,0.0,LO
603,1023,12.291,430.129,260.352,252.612,166.777,60.834,0.0,LO
603,1024,18.132,597.94,409.787,263.358,139.963,30.848999,0.0,LO
603,1039,1.978,35.997,32.208,52.15,24.504,14.3289995,0.0,LO
603,1082,37.976,308.153,109.951,153.066,51.771,27.355,0.0,LO
603,1083,2.551,15.867,11.76,35.759,22.607,11.928,0.0,LO
603,1085,6.245,105.579,49.545,57.368,28.309,15.349,0.0,LO
603,1395,0.011,0.0,0.0,0.0,0.0,0.201,0.0,LO
603,1398,0.0,0.107,0.72999996,0.255,0.198,0.081,0.0,LO
603,1404,2.47,35.903,34.358,62.391,24.664,9.941,0.0,LO
603,1409,7.085,169.176,102.727,102.465004,49.364,19.161,0.0,LO
603,1413,37.537,454.143,270.236,97.256,51.892002,13.554,0.0,LO
603,1421,52.048,244.721,128.712,212.502,70.346,27.442999,0.0,LO
603,1429,19.541,437.118,783.343,881.607,772.424,233.221,0.0,LO
603,1434,0.0,0.0,0.394,0.301,0.381,0.0,0.0,LO
603,1437,10.221,79.619,66.667,87.112,31.928,16.261,0.0,LO
603,1438,7.046,98.245,59.822,63.189,27.409,19.373,0.0,LO
603,1439,8.983,113.994,82.979004,66.693,32.45,17.962,0.0,LO
603,1440,60.440998,412.481,252.397,132.112,53.18,14.679,0.0,LO
603,1441,3.029,158.164,213.197,426.303,333.644,136.692,0.0,LO
603,1442,0.0,0.074,0.536,0.343,0.064,0.207,0.0,LO
603,1443,14.123,361.578,682.083,1076.427,754.259,291.882,0.0,LO
603,1444,0.125,0.939,0.101,0.16,0.092,0.0,0.0,LO
603,1445,29.153,196.308,91.436,78.504,28.47,12.522,0.0,LO
603,1448,4.101,165.295,101.878,150.186,60.369,19.832,0.0,LO
603,1449,2.126,25.025,14.984,10.893,6.758,3.068,0.0,LO
603,1452,12.3289995,69.840996,26.774,39.029,21.15,4.608,0.0,LO
603,1455,0.328,0.061,0.338,0.135,0.0,0.0,0.0,LO
603,1524,0.0,0.0,0.02,0.0,0.0,0.0,0.0,LO
603,5150,0.017,1.181,1.027,1.8740001,0.376,0.171,0.0,LO
603,5301,0.0,0.0,0.0,0.0,0.0,2.718,0.0,LO
603,5345,14.964,184.716,196.555,173.249,91.648,50.514,0.0,LO
603,5356,2.194,32.294,20.085001,61.014,24.834,16.046,0.0,LO
603,5362,7.609,48.167,61.394,123.621,78.007,25.79,0.0,LO
603,5376,2.854,7.295,10.488,16.207,10.89,5.154,0.0,LO
603,5378,0.631,5.623,8.85,8.468,5.89,2.293,0.0,LO
603,5397,3.9190001,9.448,10.984,25.814,14.449,2.587,0.0,LO
603,5404,3.33,57.31,55.138,130.016,89.058,24.963,0.0,LO
603,5411,3.281,24.408,25.14,19.22,10.236,3.739,0.0,LO
603,5418,4.0360003,34.235,36.717,83.219,49.202,24.4,0.0,LO
603,5421,0.0,0.0,0.0,0.0,0.0,1.375,0.0,LO
603,5423,0.0,0.0,0.0,0.0,0.0,12.891999,0.0,LO
603,5424,0.0,0.0,0.0,0.0,0.0,15.617,0.0,LO
603,5437,2.815,39.292,39.995,99.624,43.974,19.845,0.0,LO
603,5595,0.574,1.538,4.657,5.097,3.394,2.157,0.0,LO
603,6914,0.001,0.0,0.0,0.0,0.0,0.0,0.0,LO
603,6919,0.0,0.175,0.046,0.0,0.0,0.008,0.0,LO
603,6926,0.24000001,0.066,2.4160001,2.003,0.642,0.158,0.0,LO
603,6961,0.0,0.097,0.649,0.41799998,0.069,0.100999996,0.0,LO
603,6962,0.168,0.603,0.031999998,0.118,0.147,0.001,0.0,LO
603,6965,0.0,0.0,0.030000001,0.0,0.0,0.0,0.0,LO
603,6966,0.0,1.024,0.0,0.0,0.786,0.0,0.0,LO
603,6967,0.0,0.0,0.0,0.0,0.0,0.031,0.0,LO
603,6968,0.0,0.035,0.0,0.0,0.0,0.0,0.0,LO
603,6973,0.005,0.005,0.059,0.017,0.085,0.0,0.0,LO
603,6977,23.554,674.686,814.413,950.336,796.808,236.329,0.0,LO
603,6978,17.262,457.322,367.804,342.092,332.832,130.824,0.0,LO
603,6979,15.122,508.999,602.827,870.833,796.034,288.148,0.0,LO
603,9586,5.62,36.364,16.556,13.963,6.325,1.304,0.0,LO
603,9587,3.565,46.617,30.803,33.824,11.89,2.79,0.0,LO
617,522,0.025,0.0,0.01,0.0,0.0,0.0,0.0,LO
617,591,0.329,1.734,0.21000001,0.13100001,0.0,0.0,0.0,LO
617,596,1.022,7.23,4.826,3.185,1.014,0.134,0.0,LO
617,597,2.624,16.621,8.399,10.758,4.726,1.07,0.0,LO
617,603,0.0,0.133,0.305,0.01,0.037,0.0,0.0,LO
617,618,0.035,0.746,0.284,0.141,0.436,0.098000005,0.0,LO
617,620,1.8709999,21.072,8.135,9.851,3.545,0.918,0.0,LO
617,621,0.004,0.334,0.17999999,0.036,0.0,0.0,0.0,LO
617,659,0.987,4.696,2.965,3.94,1.381,0.867,0.0,LO
617,680,11.881,97.403,169.097,42.24,26.616,6.824,0.0,LO
617,686,0.227,2.063,0.936,0.185,0.0,0.0,0.0,LO
617,709,0.18200001,0.526,3.165,7.723,2.76,0.875,0.0,LO
617,717,0.806,7.255,4.4110003,4.803,1.74,0.102,0.0,LO
617,719,0.0,0.0,0.063999996,0.082,0.007,0.0,0.0,LO
617,751,3.836,31.907999,26.966,25.485,8.332,1.305,0.0,LO
617,755,0.163,1.52,0.72,0.14400001,0.21000001,0.186,0.0,LO
617,763,0.0,0.0,0.0,0.0,0.006,0.0,0.0,LO
617,766,1.169,5.616,2.695,2.8,1.15,0.277,0.0,LO
